Concelho,Tipo de Serviço,Ano,Mes,Ordens Serviço Realizadas (#)
Albergaria-a-Velha,Servico Alteração Contractual,2023,12,49
Albergaria-a-Velha,Servico Alteração Contractual,2024,1,66
Albergaria-a-Velha,Servico Alteração Contractual,2024,2,28
Albergaria-a-Velha,Servico Alteração Contractual,2024,3,37
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,3,8
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,4,16
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,5,12
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,6,8
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,7,6
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,8,11
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,9,8
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,10,4
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,11,8
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2022,12,9
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,1,16
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,2,11
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,3,10
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,4,17
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,5,27
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,6,22
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,7,25
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,8,13
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,9,20
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,10,18
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,11,18
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2023,12,10
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2024,1,26
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2024,2,8
Albergaria-a-Velha,Serviço de Corte e Re-Ligação,2024,3,11
Albufeira,Configuração de EMI,2022,3,5
Albufeira,Configuração de EMI,2022,4,18
Albufeira,Configuração de EMI,2022,5,8
Albufeira,Configuração de EMI,2022,6,10
Albufeira,Configuração de EMI,2022,7,8
Albufeira,Configuração de EMI,2022,8,12
Albufeira,Configuração de EMI,2022,9,6
Albufeira,Configuração de EMI,2022,10,69
Albufeira,Configuração de EMI,2022,11,768
Albufeira,Configuração de EMI,2022,12,960
Albufeira,Configuração de EMI,2023,1,572
Albufeira,Configuração de EMI,2023,2,799
Albufeira,Configuração de EMI,2023,3,614
Albufeira,Configuração de EMI,2023,4,947
Albufeira,Configuração de EMI,2023,5,705
Albufeira,Configuração de EMI,2023,6,103
Albufeira,Configuração de EMI,2023,7,13
Albufeira,Configuração de EMI,2023,8,9
Albufeira,Configuração de EMI,2023,9,17
Albufeira,Configuração de EMI,2023,10,28
Albufeira,Configuração de EMI,2023,11,9
Albufeira,Configuração de EMI,2023,12,8
Albufeira,Configuração de EMI,2024,1,12
Albufeira,Configuração de EMI,2024,2,8
Albufeira,Configuração de EMI,2024,3,5
Albufeira,Outros,2022,7,1
Albufeira,Outros,2023,3,2
Albufeira,Outros,2023,5,1
Albufeira,Outros,2023,7,1
Albufeira,Outros,2023,8,2
Albufeira,Outros,2023,10,1
Albufeira,REMOTE_ICP_CONFIGURATION,2022,12,9
Albufeira,REMOTE_ICP_CONFIGURATION,2023,1,48
Albufeira,REMOTE_ICP_CONFIGURATION,2023,3,23
Albufeira,REMOTE_ICP_CONFIGURATION,2023,5,3
Albufeira,REMOTE_ICP_CONFIGURATION,2023,7,2
Albufeira,REMOTE_ICP_CONFIGURATION,2023,8,17
Albufeira,REMOTE_ICP_CONFIGURATION,2023,10,2
Albufeira,REMOTE_ICP_CONFIGURATION,2023,11,3
Albufeira,REMOTE_ICP_CONFIGURATION,2023,12,1
Albufeira,REMOTE_ICP_CONFIGURATION,2024,1,2
Albufeira,REMOTE_ICP_CONFIGURATION,2024,2,1
Albufeira,Redução de Potência Contratada,2022,3,84
Albufeira,Redução de Potência Contratada,2022,4,170
Albufeira,Redução de Potência Contratada,2022,5,211
Albufeira,Redução de Potência Contratada,2022,6,182
Albufeira,Redução de Potência Contratada,2022,7,217
Albufeira,Redução de Potência Contratada,2022,8,263
Albufeira,Redução de Potência Contratada,2022,9,169
Albufeira,Redução de Potência Contratada,2022,10,165
Albufeira,Redução de Potência Contratada,2022,11,222
Albufeira,Redução de Potência Contratada,2022,12,240
Albufeira,Redução de Potência Contratada,2023,1,289
Albufeira,Redução de Potência Contratada,2023,2,213
Albufeira,Redução de Potência Contratada,2023,3,290
Albufeira,Redução de Potência Contratada,2023,4,252
Albufeira,Redução de Potência Contratada,2023,5,309
Albufeira,Redução de Potência Contratada,2023,6,272
Albufeira,Redução de Potência Contratada,2023,7,271
Albufeira,Redução de Potência Contratada,2023,8,222
Albufeira,Redução de Potência Contratada,2023,9,186
Albufeira,Redução de Potência Contratada,2023,10,300
Albufeira,Redução de Potência Contratada,2023,11,378
Albufeira,Redução de Potência Contratada,2023,12,239
Albufeira,Redução de Potência Contratada,2024,1,386
Albufeira,Redução de Potência Contratada,2024,2,173
Albufeira,Redução de Potência Contratada,2024,3,123
Albufeira,Reposição de Potência Contratada,2022,3,57
Albufeira,Reposição de Potência Contratada,2022,4,158
Albufeira,Reposição de Potência Contratada,2022,5,145
Albufeira,Reposição de Potência Contratada,2022,6,154
Albufeira,Reposição de Potência Contratada,2022,7,162
Albufeira,Reposição de Potência Contratada,2022,8,207
Albufeira,Reposição de Potência Contratada,2022,9,141
Albufeira,Reposição de Potência Contratada,2022,10,130
Albufeira,Reposição de Potência Contratada,2022,11,162
Albufeira,Reposição de Potência Contratada,2022,12,184
Albufeira,Reposição de Potência Contratada,2023,1,247
Albufeira,Reposição de Potência Contratada,2023,2,172
Albufeira,Reposição de Potência Contratada,2023,3,243
Albufeira,Reposição de Potência Contratada,2023,4,232
Albufeira,Reposição de Potência Contratada,2023,5,234
Albufeira,Reposição de Potência Contratada,2023,6,236
Albufeira,Reposição de Potência Contratada,2023,7,228
Albufeira,Reposição de Potência Contratada,2023,8,204
Albufeira,Reposição de Potência Contratada,2023,9,146
Albufeira,Reposição de Potência Contratada,2023,10,242
Albufeira,Reposição de Potência Contratada,2023,11,286
Albufeira,Reposição de Potência Contratada,2023,12,177
Albufeira,Reposição de Potência Contratada,2024,1,269
Albufeira,Reposição de Potência Contratada,2024,2,129
Albufeira,Reposição de Potência Contratada,2024,3,109
Albufeira,Servico Alteração Contractual,2022,3,202
Albufeira,Servico Alteração Contractual,2022,4,248
Albufeira,Servico Alteração Contractual,2022,5,154
Albufeira,Servico Alteração Contractual,2022,6,139
Albufeira,Servico Alteração Contractual,2022,7,130
Albufeira,Servico Alteração Contractual,2022,8,121
Albufeira,Servico Alteração Contractual,2022,9,152
Albufeira,Servico Alteração Contractual,2022,10,258
Albufeira,Servico Alteração Contractual,2022,11,433
Albufeira,Servico Alteração Contractual,2022,12,275
Albufeira,Servico Alteração Contractual,2023,1,188
Albufeira,Servico Alteração Contractual,2023,2,189
Albufeira,Servico Alteração Contractual,2023,3,481
Albufeira,Servico Alteração Contractual,2023,4,119
Albufeira,Servico Alteração Contractual,2023,5,132
Albufeira,Servico Alteração Contractual,2023,6,185
Albufeira,Servico Alteração Contractual,2023,7,162
Albufeira,Servico Alteração Contractual,2023,8,182
Albufeira,Servico Alteração Contractual,2023,9,130
Albufeira,Servico Alteração Contractual,2023,10,169
Albufeira,Servico Alteração Contractual,2023,11,441
Albufeira,Servico Alteração Contractual,2023,12,183
Albufeira,Servico Alteração Contractual,2024,1,319
Albufeira,Servico Alteração Contractual,2024,2,71
Albufeira,Servico Alteração Contractual,2024,3,195
Albufeira,Serviço de Corte e Re-Ligação,2022,3,37
Albufeira,Serviço de Corte e Re-Ligação,2022,4,84
Albufeira,Serviço de Corte e Re-Ligação,2022,5,79
Albufeira,Serviço de Corte e Re-Ligação,2022,6,82
Albufeira,Serviço de Corte e Re-Ligação,2022,7,35
Albufeira,Serviço de Corte e Re-Ligação,2022,8,86
Albufeira,Serviço de Corte e Re-Ligação,2022,9,66
Albufeira,Serviço de Corte e Re-Ligação,2022,10,57
Albufeira,Serviço de Corte e Re-Ligação,2022,11,84
Albufeira,Serviço de Corte e Re-Ligação,2022,12,84
Albufeira,Serviço de Corte e Re-Ligação,2023,1,114
Albufeira,Serviço de Corte e Re-Ligação,2023,2,100
Albufeira,Serviço de Corte e Re-Ligação,2023,3,89
Albufeira,Serviço de Corte e Re-Ligação,2023,4,92
Albufeira,Serviço de Corte e Re-Ligação,2023,5,90
Albufeira,Serviço de Corte e Re-Ligação,2023,6,112
Albufeira,Serviço de Corte e Re-Ligação,2023,7,75
Albufeira,Serviço de Corte e Re-Ligação,2023,8,80
Albufeira,Serviço de Corte e Re-Ligação,2023,9,76
Albufeira,Serviço de Corte e Re-Ligação,2023,10,109
Albufeira,Serviço de Corte e Re-Ligação,2023,11,81
Albufeira,Serviço de Corte e Re-Ligação,2023,12,65
Albufeira,Serviço de Corte e Re-Ligação,2024,1,80
Albufeira,Serviço de Corte e Re-Ligação,2024,2,51
Albufeira,Serviço de Corte e Re-Ligação,2024,3,44
Alcanena,Configuração de EMI,2022,4,5
Alcanena,Configuração de EMI,2022,5,3
Alcanena,Configuração de EMI,2022,6,2
Alcanena,Configuração de EMI,2022,7,2
Alcanena,Configuração de EMI,2022,8,3
Alcanena,Configuração de EMI,2022,9,3
Alcanena,Configuração de EMI,2022,10,8
Alcanena,Configuração de EMI,2022,11,42
Alcanena,Configuração de EMI,2022,12,117
Alcanena,Configuração de EMI,2023,1,100
Alcanena,Configuração de EMI,2023,2,125
Alcanena,Configuração de EMI,2023,3,182
Alcanena,Configuração de EMI,2023,4,129
Alcanena,Configuração de EMI,2023,5,114
Alcanena,Configuração de EMI,2023,6,48
Alcanena,Configuração de EMI,2023,7,6
Alcanena,Configuração de EMI,2023,8,7
Alcanena,Configuração de EMI,2023,9,6
Alcanena,Configuração de EMI,2023,10,4
Alcanena,Configuração de EMI,2023,11,1
Alcanena,Configuração de EMI,2024,1,2
Alcanena,Configuração de EMI,2024,2,1
Alcanena,Configuração de EMI,2024,3,1
Alcanena,Outros,2022,9,1
Alcanena,Outros,2023,4,1
Alcanena,REMOTE_ICP_CONFIGURATION,2023,3,8
Alcanena,REMOTE_ICP_CONFIGURATION,2023,8,12
Alcanena,REMOTE_ICP_CONFIGURATION,2023,10,1
Alcanena,Redução de Potência Contratada,2022,3,11
Alcanena,Redução de Potência Contratada,2022,4,20
Alcanena,Redução de Potência Contratada,2022,5,32
Alcanena,Redução de Potência Contratada,2022,6,30
Alcanena,Redução de Potência Contratada,2022,7,27
Alcanena,Redução de Potência Contratada,2022,8,39
Alcanena,Redução de Potência Contratada,2022,9,37
Alcanena,Redução de Potência Contratada,2022,10,29
Alcanena,Redução de Potência Contratada,2022,11,30
Alcanena,Redução de Potência Contratada,2022,12,41
Alcanena,Redução de Potência Contratada,2023,1,49
Alcanena,Redução de Potência Contratada,2023,2,34
Alcanena,Redução de Potência Contratada,2023,3,43
Alcanena,Redução de Potência Contratada,2023,4,50
Alcanena,Redução de Potência Contratada,2023,5,58
Alcanena,Redução de Potência Contratada,2023,6,50
Alcanena,Redução de Potência Contratada,2023,7,45
Alcanena,Redução de Potência Contratada,2023,8,47
Alcanena,Redução de Potência Contratada,2023,9,41
Alcanena,Redução de Potência Contratada,2023,10,42
Alcanena,Redução de Potência Contratada,2023,11,70
Alcanena,Redução de Potência Contratada,2023,12,40
Alcanena,Redução de Potência Contratada,2024,1,64
Alcanena,Redução de Potência Contratada,2024,2,33
Alcanena,Redução de Potência Contratada,2024,3,28
Alcanena,Reposição de Potência Contratada,2022,3,9
Alcanena,Reposição de Potência Contratada,2022,4,17
Alcanena,Reposição de Potência Contratada,2022,5,33
Alcanena,Reposição de Potência Contratada,2022,6,25
Alcanena,Reposição de Potência Contratada,2022,7,22
Alcanena,Reposição de Potência Contratada,2022,8,38
Alcanena,Reposição de Potência Contratada,2022,9,36
Alcanena,Reposição de Potência Contratada,2022,10,26
Alcanena,Reposição de Potência Contratada,2022,11,28
Alcanena,Reposição de Potência Contratada,2022,12,37
Alcanena,Reposição de Potência Contratada,2023,1,35
Alcanena,Reposição de Potência Contratada,2023,2,43
Alcanena,Reposição de Potência Contratada,2023,3,38
Alcanena,Reposição de Potência Contratada,2023,4,45
Alcanena,Reposição de Potência Contratada,2023,5,49
Alcanena,Reposição de Potência Contratada,2023,6,44
Alcanena,Reposição de Potência Contratada,2023,7,45
Alcanena,Reposição de Potência Contratada,2023,8,35
Alcanena,Reposição de Potência Contratada,2023,9,37
Alcanena,Reposição de Potência Contratada,2023,10,39
Alcanena,Reposição de Potência Contratada,2023,11,57
Alcanena,Reposição de Potência Contratada,2023,12,29
Alcanena,Reposição de Potência Contratada,2024,1,50
Alcanena,Reposição de Potência Contratada,2024,2,29
Alcanena,Reposição de Potência Contratada,2024,3,22
Alcanena,Servico Alteração Contractual,2022,3,13
Alcanena,Servico Alteração Contractual,2022,4,17
Alcanena,Servico Alteração Contractual,2022,5,17
Alcanena,Servico Alteração Contractual,2022,6,19
Alcanena,Servico Alteração Contractual,2022,7,11
Alcanena,Servico Alteração Contractual,2022,8,15
Alcanena,Servico Alteração Contractual,2022,9,21
Alcanena,Servico Alteração Contractual,2022,10,24
Alcanena,Servico Alteração Contractual,2022,11,12
Alcanena,Servico Alteração Contractual,2022,12,18
Alcanena,Servico Alteração Contractual,2023,1,26
Alcanena,Servico Alteração Contractual,2023,2,19
Alcanena,Servico Alteração Contractual,2023,3,18
Alcanena,Servico Alteração Contractual,2023,4,15
Alcanena,Servico Alteração Contractual,2023,5,24
Alcanena,Servico Alteração Contractual,2023,6,21
Alcanena,Servico Alteração Contractual,2023,7,13
Alcanena,Servico Alteração Contractual,2023,8,22
Alcanena,Servico Alteração Contractual,2023,9,26
Alcanena,Servico Alteração Contractual,2023,10,33
Alcanena,Servico Alteração Contractual,2023,11,42
Alcanena,Servico Alteração Contractual,2023,12,40
Alcanena,Servico Alteração Contractual,2024,1,47
Alcanena,Servico Alteração Contractual,2024,2,25
Alcanena,Servico Alteração Contractual,2024,3,17
Alcanena,Serviço de Corte e Re-Ligação,2022,3,8
Alcanena,Serviço de Corte e Re-Ligação,2022,4,15
Alcanena,Serviço de Corte e Re-Ligação,2022,5,11
Alcanena,Serviço de Corte e Re-Ligação,2022,6,8
Alcanena,Serviço de Corte e Re-Ligação,2022,7,4
Alcanena,Serviço de Corte e Re-Ligação,2022,8,10
Alcanena,Serviço de Corte e Re-Ligação,2022,9,4
Alcanena,Serviço de Corte e Re-Ligação,2022,10,4
Alcanena,Serviço de Corte e Re-Ligação,2022,11,7
Alcanena,Serviço de Corte e Re-Ligação,2022,12,10
Alcanena,Serviço de Corte e Re-Ligação,2023,1,17
Alcanena,Serviço de Corte e Re-Ligação,2023,2,9
Alcanena,Serviço de Corte e Re-Ligação,2023,3,5
Alcanena,Serviço de Corte e Re-Ligação,2023,4,10
Alcanena,Serviço de Corte e Re-Ligação,2023,5,14
Alcanena,Serviço de Corte e Re-Ligação,2023,6,22
Alcanena,Serviço de Corte e Re-Ligação,2023,7,8
Alcanena,Serviço de Corte e Re-Ligação,2023,8,22
Alcanena,Serviço de Corte e Re-Ligação,2023,9,8
Alcanena,Serviço de Corte e Re-Ligação,2023,10,9
Alcanena,Serviço de Corte e Re-Ligação,2023,11,11
Alcanena,Serviço de Corte e Re-Ligação,2023,12,15
Alcanena,Serviço de Corte e Re-Ligação,2024,1,13
Alcanena,Serviço de Corte e Re-Ligação,2024,2,7
Alcanena,Serviço de Corte e Re-Ligação,2024,3,6
Alcobaça,Configuração de EMI,2022,3,10
Alcobaça,Configuração de EMI,2022,4,15
Alcobaça,Configuração de EMI,2022,5,17
Alcobaça,Configuração de EMI,2022,6,4
Alcobaça,Configuração de EMI,2022,7,5
Alcobaça,Configuração de EMI,2022,8,10
Alcobaça,Configuração de EMI,2022,9,11
Alcobaça,Configuração de EMI,2022,10,58
Alcobaça,Configuração de EMI,2022,11,227
Alcobaça,Configuração de EMI,2022,12,244
Alcobaça,Configuração de EMI,2023,1,293
Alcobaça,Configuração de EMI,2023,2,827
Alcobaça,Configuração de EMI,2023,3,441
Alcobaça,Configuração de EMI,2023,4,548
Alcobaça,Configuração de EMI,2023,5,940
Alcobaça,Configuração de EMI,2023,6,173
Alcobaça,Configuração de EMI,2023,7,12
Alcobaça,Configuração de EMI,2023,8,29
Alcobaça,Configuração de EMI,2023,9,20
Alcobaça,Configuração de EMI,2023,10,49
Alcobaça,Configuração de EMI,2023,11,14
Alcobaça,Configuração de EMI,2023,12,11
Alcobaça,Configuração de EMI,2024,1,12
Alcobaça,Configuração de EMI,2024,2,6
Alcobaça,Configuração de EMI,2024,3,5
Alcobaça,Outros,2022,3,1
Alcobaça,Outros,2022,11,1
Alcobaça,REMOTE_ICP_CONFIGURATION,2022,12,2
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,1,14
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,2,1
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,3,17
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,4,2
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,5,1
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,7,2
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,8,47
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,10,1
Alcobaça,REMOTE_ICP_CONFIGURATION,2023,11,1
Alcobaça,REMOTE_ICP_CONFIGURATION,2024,2,2
Alcobaça,Redução de Potência Contratada,2022,3,104
Alcobaça,Redução de Potência Contratada,2022,4,161
Alcobaça,Redução de Potência Contratada,2022,5,190
Alcobaça,Redução de Potência Contratada,2022,6,234
Alcobaça,Redução de Potência Contratada,2022,7,233
Alcobaça,Redução de Potência Contratada,2022,8,251
Alcobaça,Redução de Potência Contratada,2022,9,191
Alcobaça,Redução de Potência Contratada,2022,10,175
Alcobaça,Redução de Potência Contratada,2022,11,224
Alcobaça,Redução de Potência Contratada,2022,12,187
Alcobaça,Redução de Potência Contratada,2023,1,303
Alcobaça,Redução de Potência Contratada,2023,2,223
Alcobaça,Redução de Potência Contratada,2023,3,238
Alcobaça,Redução de Potência Contratada,2023,4,275
Alcobaça,Redução de Potência Contratada,2023,5,365
Alcobaça,Redução de Potência Contratada,2023,6,301
Alcobaça,Redução de Potência Contratada,2023,7,312
Alcobaça,Redução de Potência Contratada,2023,8,256
Alcobaça,Redução de Potência Contratada,2023,9,243
Alcobaça,Redução de Potência Contratada,2023,10,352
