Concelho,Tipo de Serviço,Ano,Semestre,Ordens Serviço Realizadas (#)
Mangualde,Reposição de Potência Contratada,2022,2,265
Mangualde,Reposição de Potência Contratada,2023,1,360
Mangualde,Reposição de Potência Contratada,2023,2,329
Mangualde,Reposição de Potência Contratada,2024,1,97
Mangualde,Servico Alteração Contractual,2022,1,132
Mangualde,Servico Alteração Contractual,2022,2,305
Mangualde,Servico Alteração Contractual,2023,1,258
Mangualde,Servico Alteração Contractual,2023,2,353
Mangualde,Servico Alteração Contractual,2024,1,130
Mangualde,Serviço de Corte e Re-Ligação,2022,1,83
Mangualde,Serviço de Corte e Re-Ligação,2022,2,117
Mangualde,Serviço de Corte e Re-Ligação,2023,1,163
Mangualde,Serviço de Corte e Re-Ligação,2023,2,137
Mangualde,Serviço de Corte e Re-Ligação,2024,1,35
Manteigas,Configuração de EMI,2022,1,1
Manteigas,Configuração de EMI,2022,2,215
Manteigas,Configuração de EMI,2023,1,294
Manteigas,Configuração de EMI,2023,2,5
Manteigas,Outros,2022,2,1
Manteigas,Outros,2023,1,1
Manteigas,REMOTE_ICP_CONFIGURATION,2022,2,1
Manteigas,REMOTE_ICP_CONFIGURATION,2023,2,1
Manteigas,Redução de Potência Contratada,2022,1,4
Manteigas,Redução de Potência Contratada,2022,2,43
Manteigas,Redução de Potência Contratada,2023,1,52
Manteigas,Redução de Potência Contratada,2023,2,41
Manteigas,Redução de Potência Contratada,2024,1,14
Manteigas,Reposição de Potência Contratada,2022,1,4
Manteigas,Reposição de Potência Contratada,2022,2,24
Manteigas,Reposição de Potência Contratada,2023,1,41
Manteigas,Reposição de Potência Contratada,2023,2,30
Manteigas,Reposição de Potência Contratada,2024,1,17
Manteigas,Servico Alteração Contractual,2022,1,10
Manteigas,Servico Alteração Contractual,2022,2,31
Manteigas,Servico Alteração Contractual,2023,1,35
Manteigas,Servico Alteração Contractual,2023,2,44
Manteigas,Servico Alteração Contractual,2024,1,17
Manteigas,Serviço de Corte e Re-Ligação,2022,2,14
Manteigas,Serviço de Corte e Re-Ligação,2023,1,17
Manteigas,Serviço de Corte e Re-Ligação,2023,2,12
Manteigas,Serviço de Corte e Re-Ligação,2024,1,7
Marco de Canaveses,Configuração de EMI,2022,1,17
Marco de Canaveses,Configuração de EMI,2022,2,767
Marco de Canaveses,Configuração de EMI,2023,1,1695
Marco de Canaveses,Configuração de EMI,2023,2,71
Marco de Canaveses,Configuração de EMI,2024,1,11
Marco de Canaveses,Outros,2022,1,2
Marco de Canaveses,Outros,2023,1,1
Marco de Canaveses,REMOTE_ICP_CONFIGURATION,2022,2,1
Marco de Canaveses,REMOTE_ICP_CONFIGURATION,2023,1,9
Marco de Canaveses,REMOTE_ICP_CONFIGURATION,2023,2,16
Marco de Canaveses,REMOTE_ICP_CONFIGURATION,2024,1,3
Marco de Canaveses,Redução de Potência Contratada,2022,1,286
Marco de Canaveses,Redução de Potência Contratada,2022,2,493
Marco de Canaveses,Redução de Potência Contratada,2023,1,681
Marco de Canaveses,Redução de Potência Contratada,2023,2,766
Marco de Canaveses,Redução de Potência Contratada,2024,1,314
Marco de Canaveses,Reposição de Potência Contratada,2022,1,248
Marco de Canaveses,Reposição de Potência Contratada,2022,2,444
Marco de Canaveses,Reposição de Potência Contratada,2023,1,566
Marco de Canaveses,Reposição de Potência Contratada,2023,2,653
Marco de Canaveses,Reposição de Potência Contratada,2024,1,248
Marco de Canaveses,Servico Alteração Contractual,2022,1,93
Marco de Canaveses,Servico Alteração Contractual,2022,2,175
Marco de Canaveses,Servico Alteração Contractual,2023,1,253
Marco de Canaveses,Servico Alteração Contractual,2023,2,348
Marco de Canaveses,Servico Alteração Contractual,2024,1,188
Marco de Canaveses,Serviço de Corte e Re-Ligação,2022,1,68
Marco de Canaveses,Serviço de Corte e Re-Ligação,2022,2,148
Marco de Canaveses,Serviço de Corte e Re-Ligação,2023,1,179
Marco de Canaveses,Serviço de Corte e Re-Ligação,2023,2,176
Marco de Canaveses,Serviço de Corte e Re-Ligação,2024,1,42
Marinha Grande,Configuração de EMI,2022,1,77
Marinha Grande,Configuração de EMI,2022,2,502
Marinha Grande,Configuração de EMI,2023,1,970
Marinha Grande,Configuração de EMI,2023,2,148
Marinha Grande,Configuração de EMI,2024,1,20
Marinha Grande,Outros,2022,2,1
Marinha Grande,Outros,2023,1,6
Marinha Grande,Outros,2023,2,1
Marinha Grande,REMOTE_ICP_CONFIGURATION,2022,2,1
Marinha Grande,REMOTE_ICP_CONFIGURATION,2023,1,5
Marinha Grande,REMOTE_ICP_CONFIGURATION,2023,2,17
Marinha Grande,Redução de Potência Contratada,2022,1,802
Marinha Grande,Redução de Potência Contratada,2022,2,1171
Marinha Grande,Redução de Potência Contratada,2023,1,1397
Marinha Grande,Redução de Potência Contratada,2023,2,1214
Marinha Grande,Redução de Potência Contratada,2024,1,438
Marinha Grande,Reposição de Potência Contratada,2022,1,643
Marinha Grande,Reposição de Potência Contratada,2022,2,957
Marinha Grande,Reposição de Potência Contratada,2023,1,1090
Marinha Grande,Reposição de Potência Contratada,2023,2,974
Marinha Grande,Reposição de Potência Contratada,2024,1,299
Marinha Grande,Servico Alteração Contractual,2022,1,395
Marinha Grande,Servico Alteração Contractual,2022,2,748
Marinha Grande,Servico Alteração Contractual,2023,1,672
Marinha Grande,Servico Alteração Contractual,2023,2,711
Marinha Grande,Servico Alteração Contractual,2024,1,259
Marinha Grande,Serviço de Corte e Re-Ligação,2022,1,210
Marinha Grande,Serviço de Corte e Re-Ligação,2022,2,328
Marinha Grande,Serviço de Corte e Re-Ligação,2023,1,390
Marinha Grande,Serviço de Corte e Re-Ligação,2023,2,284
Marinha Grande,Serviço de Corte e Re-Ligação,2024,1,66
Marvão,Configuração de EMI,2022,1,2
Marvão,Configuração de EMI,2022,2,121
Marvão,Configuração de EMI,2023,1,204
Marvão,Configuração de EMI,2023,2,4
Marvão,REMOTE_ICP_CONFIGURATION,2022,2,1
Marvão,REMOTE_ICP_CONFIGURATION,2023,2,4
Marvão,Redução de Potência Contratada,2022,1,28
Marvão,Redução de Potência Contratada,2022,2,55
Marvão,Redução de Potência Contratada,2023,1,86
Marvão,Redução de Potência Contratada,2023,2,107
Marvão,Redução de Potência Contratada,2024,1,36
Marvão,Reposição de Potência Contratada,2022,1,22
Marvão,Reposição de Potência Contratada,2022,2,44
Marvão,Reposição de Potência Contratada,2023,1,66
Marvão,Reposição de Potência Contratada,2023,2,87
Marvão,Reposição de Potência Contratada,2024,1,22
Marvão,Servico Alteração Contractual,2022,1,12
Marvão,Servico Alteração Contractual,2022,2,25
Marvão,Servico Alteração Contractual,2023,1,48
Marvão,Servico Alteração Contractual,2023,2,48
Marvão,Servico Alteração Contractual,2024,1,19
Marvão,Serviço de Corte e Re-Ligação,2022,1,11
Marvão,Serviço de Corte e Re-Ligação,2022,2,17
Marvão,Serviço de Corte e Re-Ligação,2023,1,29
Marvão,Serviço de Corte e Re-Ligação,2023,2,31
Marvão,Serviço de Corte e Re-Ligação,2024,1,6
Matosinhos,Configuração de EMI,2022,1,37
Matosinhos,Configuração de EMI,2022,2,1737
Matosinhos,Configuração de EMI,2023,1,8130
Matosinhos,Configuração de EMI,2023,2,131
Matosinhos,Configuração de EMI,2024,1,34
Matosinhos,Outros,2022,2,7
Matosinhos,Outros,2023,1,3
Matosinhos,Outros,2023,2,3
Matosinhos,REMOTE_ICP_CONFIGURATION,2022,2,119
Matosinhos,REMOTE_ICP_CONFIGURATION,2023,1,284
Matosinhos,REMOTE_ICP_CONFIGURATION,2023,2,214
Matosinhos,REMOTE_ICP_CONFIGURATION,2024,1,50
Matosinhos,Redução de Potência Contratada,2022,1,691
Matosinhos,Redução de Potência Contratada,2022,2,1498
Matosinhos,Redução de Potência Contratada,2023,1,2702
Matosinhos,Redução de Potência Contratada,2023,2,3362
Matosinhos,Redução de Potência Contratada,2024,1,1414
Matosinhos,Reposição de Potência Contratada,2022,1,523
Matosinhos,Reposição de Potência Contratada,2022,2,1104
Matosinhos,Reposição de Potência Contratada,2023,1,1938
Matosinhos,Reposição de Potência Contratada,2023,2,2510
Matosinhos,Reposição de Potência Contratada,2024,1,989
Matosinhos,Servico Alteração Contractual,2022,1,502
Matosinhos,Servico Alteração Contractual,2022,2,1218
Matosinhos,Servico Alteração Contractual,2023,1,1813
Matosinhos,Servico Alteração Contractual,2023,2,2532
Matosinhos,Servico Alteração Contractual,2024,1,1122
Matosinhos,Serviço de Corte e Re-Ligação,2022,1,221
Matosinhos,Serviço de Corte e Re-Ligação,2022,2,394
Matosinhos,Serviço de Corte e Re-Ligação,2023,1,725
Matosinhos,Serviço de Corte e Re-Ligação,2023,2,777
Matosinhos,Serviço de Corte e Re-Ligação,2024,1,170
Mação,Configuração de EMI,2022,1,13
Mação,Configuração de EMI,2022,2,285
Mação,Configuração de EMI,2023,1,374
Mação,Configuração de EMI,2023,2,21
Mação,Configuração de EMI,2024,1,6
Mação,Outros,2023,1,1
Mação,REMOTE_ICP_CONFIGURATION,2022,2,2
Mação,REMOTE_ICP_CONFIGURATION,2023,1,10
Mação,REMOTE_ICP_CONFIGURATION,2023,2,7
Mação,Redução de Potência Contratada,2022,1,53
Mação,Redução de Potência Contratada,2022,2,106
Mação,Redução de Potência Contratada,2023,1,149
Mação,Redução de Potência Contratada,2023,2,180
Mação,Redução de Potência Contratada,2024,1,80
Mação,Reposição de Potência Contratada,2022,1,49
Mação,Reposição de Potência Contratada,2022,2,91
Mação,Reposição de Potência Contratada,2023,1,125
Mação,Reposição de Potência Contratada,2023,2,156
Mação,Reposição de Potência Contratada,2024,1,55
Mação,Servico Alteração Contractual,2022,1,35
Mação,Servico Alteração Contractual,2022,2,69
Mação,Servico Alteração Contractual,2023,1,79
Mação,Servico Alteração Contractual,2023,2,116
Mação,Servico Alteração Contractual,2024,1,31
Mação,Serviço de Corte e Re-Ligação,2022,1,25
Mação,Serviço de Corte e Re-Ligação,2022,2,32
Mação,Serviço de Corte e Re-Ligação,2023,1,39
Mação,Serviço de Corte e Re-Ligação,2023,2,61
Mação,Serviço de Corte e Re-Ligação,2024,1,13
Mealhada,Configuração de EMI,2022,1,26
Mealhada,Configuração de EMI,2022,2,272
Mealhada,Configuração de EMI,2023,1,688
Mealhada,Configuração de EMI,2023,2,53
Mealhada,Configuração de EMI,2024,1,6
Mealhada,Outros,2023,1,1
Mealhada,REMOTE_ICP_CONFIGURATION,2022,2,1
Mealhada,REMOTE_ICP_CONFIGURATION,2023,1,3
Mealhada,REMOTE_ICP_CONFIGURATION,2023,2,9
Mealhada,REMOTE_ICP_CONFIGURATION,2024,1,1
Mealhada,Redução de Potência Contratada,2022,1,139
Mealhada,Redução de Potência Contratada,2022,2,249
Mealhada,Redução de Potência Contratada,2023,1,349
Mealhada,Redução de Potência Contratada,2023,2,332
Mealhada,Redução de Potência Contratada,2024,1,158
Mealhada,Reposição de Potência Contratada,2022,1,113
Mealhada,Reposição de Potência Contratada,2022,2,220
Mealhada,Reposição de Potência Contratada,2023,1,275
Mealhada,Reposição de Potência Contratada,2023,2,288
Mealhada,Reposição de Potência Contratada,2024,1,115
Mealhada,Servico Alteração Contractual,2022,1,96
Mealhada,Servico Alteração Contractual,2022,2,214
Mealhada,Servico Alteração Contractual,2023,1,167
Mealhada,Servico Alteração Contractual,2023,2,267
Mealhada,Servico Alteração Contractual,2024,1,77
Mealhada,Serviço de Corte e Re-Ligação,2022,1,61
Mealhada,Serviço de Corte e Re-Ligação,2022,2,114
Mealhada,Serviço de Corte e Re-Ligação,2023,1,138
Mealhada,Serviço de Corte e Re-Ligação,2023,2,120
Mealhada,Serviço de Corte e Re-Ligação,2024,1,30
Melgaço,Configuração de EMI,2022,1,3
Melgaço,Configuração de EMI,2022,2,347
Melgaço,Configuração de EMI,2023,1,316
Melgaço,Configuração de EMI,2023,2,10
Melgaço,Configuração de EMI,2024,1,1
Melgaço,REMOTE_ICP_CONFIGURATION,2022,2,5
Melgaço,REMOTE_ICP_CONFIGURATION,2023,1,1
Melgaço,REMOTE_ICP_CONFIGURATION,2023,2,7
Melgaço,REMOTE_ICP_CONFIGURATION,2024,1,1
Melgaço,Redução de Potência Contratada,2022,1,7
Melgaço,Redução de Potência Contratada,2022,2,81
Melgaço,Redução de Potência Contratada,2023,1,131
Melgaço,Redução de Potência Contratada,2023,2,158
Melgaço,Redução de Potência Contratada,2024,1,78
Melgaço,Reposição de Potência Contratada,2022,1,6
Melgaço,Reposição de Potência Contratada,2022,2,65
Melgaço,Reposição de Potência Contratada,2023,1,101
Melgaço,Reposição de Potência Contratada,2023,2,113
Melgaço,Reposição de Potência Contratada,2024,1,67
Melgaço,Servico Alteração Contractual,2022,1,9
Melgaço,Servico Alteração Contractual,2022,2,38
Melgaço,Servico Alteração Contractual,2023,1,45
Melgaço,Servico Alteração Contractual,2023,2,91
Melgaço,Servico Alteração Contractual,2024,1,50
Melgaço,Serviço de Corte e Re-Ligação,2022,1,1
Melgaço,Serviço de Corte e Re-Ligação,2022,2,26
Melgaço,Serviço de Corte e Re-Ligação,2023,1,43
Melgaço,Serviço de Corte e Re-Ligação,2023,2,45
Melgaço,Serviço de Corte e Re-Ligação,2024,1,16
Mesão Frio,Configuração de EMI,2022,2,50
Mesão Frio,Configuração de EMI,2023,1,60
Mesão Frio,Configuração de EMI,2023,2,13
Mesão Frio,Configuração de EMI,2024,1,1
Mesão Frio,Outros,2022,1,1
Mesão Frio,REMOTE_ICP_CONFIGURATION,2022,2,1
Mesão Frio,REMOTE_ICP_CONFIGURATION,2023,1,4
Mesão Frio,REMOTE_ICP_CONFIGURATION,2023,2,4
Mesão Frio,Redução de Potência Contratada,2022,1,54
Mesão Frio,Redução de Potência Contratada,2022,2,79
Mesão Frio,Redução de Potência Contratada,2023,1,87
Mesão Frio,Redução de Potência Contratada,2023,2,107
Mesão Frio,Redução de Potência Contratada,2024,1,28
Mesão Frio,Reposição de Potência Contratada,2022,1,45
Mesão Frio,Reposição de Potência Contratada,2022,2,69
Mesão Frio,Reposição de Potência Contratada,2023,1,66
Mesão Frio,Reposição de Potência Contratada,2023,2,90
Mesão Frio,Reposição de Potência Contratada,2024,1,19
Mesão Frio,Servico Alteração Contractual,2022,1,11
Mesão Frio,Servico Alteração Contractual,2022,2,34
Mesão Frio,Servico Alteração Contractual,2023,1,29
Mesão Frio,Servico Alteração Contractual,2023,2,27
Mesão Frio,Servico Alteração Contractual,2024,1,8
Mesão Frio,Serviço de Corte e Re-Ligação,2022,1,34
Mesão Frio,Serviço de Corte e Re-Ligação,2022,2,48
Mesão Frio,Serviço de Corte e Re-Ligação,2023,1,50
Mesão Frio,Serviço de Corte e Re-Ligação,2023,2,47
Mesão Frio,Serviço de Corte e Re-Ligação,2024,1,3
Mira,Configuração de EMI,2022,1,8
Mira,Configuração de EMI,2022,2,281
Mira,Configuração de EMI,2023,1,911
Mira,Configuração de EMI,2023,2,34
Mira,Configuração de EMI,2024,1,7
Mira,Outros,2023,1,1
Mira,REMOTE_ICP_CONFIGURATION,2022,2,4
Mira,REMOTE_ICP_CONFIGURATION,2023,1,32
Mira,REMOTE_ICP_CONFIGURATION,2023,2,2
Mira,REMOTE_ICP_CONFIGURATION,2024,1,2
Mira,Redução de Potência Contratada,2022,1,90
Mira,Redução de Potência Contratada,2022,2,202
Mira,Redução de Potência Contratada,2023,1,222
Mira,Redução de Potência Contratada,2023,2,251
Mira,Redução de Potência Contratada,2024,1,100
Mira,Reposição de Potência Contratada,2022,1,72
Mira,Reposição de Potência Contratada,2022,2,171
Mira,Reposição de Potência Contratada,2023,1,179
Mira,Reposição de Potência Contratada,2023,2,208
Mira,Reposição de Potência Contratada,2024,1,73
Mira,Servico Alteração Contractual,2022,1,80
Mira,Servico Alteração Contractual,2022,2,133
Mira,Servico Alteração Contractual,2023,1,155
Mira,Servico Alteração Contractual,2023,2,176
Mira,Servico Alteração Contractual,2024,1,71
Mira,Serviço de Corte e Re-Ligação,2022,1,50
Mira,Serviço de Corte e Re-Ligação,2022,2,68
Mira,Serviço de Corte e Re-Ligação,2023,1,75
Mira,Serviço de Corte e Re-Ligação,2023,2,99
Mira,Serviço de Corte e Re-Ligação,2024,1,17
Miranda do Corvo,Configuração de EMI,2022,1,14
Miranda do Corvo,Configuração de EMI,2022,2,261
Miranda do Corvo,Configuração de EMI,2023,1,559
Miranda do Corvo,Configuração de EMI,2023,2,27
Miranda do Corvo,Configuração de EMI,2024,1,4
Miranda do Corvo,REMOTE_ICP_CONFIGURATION,2022,2,2
Miranda do Corvo,REMOTE_ICP_CONFIGURATION,2023,1,9
Miranda do Corvo,REMOTE_ICP_CONFIGURATION,2023,2,4
Miranda do Corvo,Redução de Potência Contratada,2022,1,69
Miranda do Corvo,Redução de Potência Contratada,2022,2,149
Miranda do Corvo,Redução de Potência Contratada,2023,1,202
Miranda do Corvo,Redução de Potência Contratada,2023,2,236
Miranda do Corvo,Redução de Potência Contratada,2024,1,105
Miranda do Corvo,Reposição de Potência Contratada,2022,1,60
Miranda do Corvo,Reposição de Potência Contratada,2022,2,140
Miranda do Corvo,Reposição de Potência Contratada,2023,1,160
Miranda do Corvo,Reposição de Potência Contratada,2023,2,205
Miranda do Corvo,Reposição de Potência Contratada,2024,1,75
Miranda do Corvo,Servico Alteração Contractual,2022,1,39
Miranda do Corvo,Servico Alteração Contractual,2022,2,98
Miranda do Corvo,Servico Alteração Contractual,2023,1,105
Miranda do Corvo,Servico Alteração Contractual,2023,2,180
Miranda do Corvo,Servico Alteração Contractual,2024,1,72
Miranda do Corvo,Serviço de Corte e Re-Ligação,2022,1,17
Miranda do Corvo,Serviço de Corte e Re-Ligação,2022,2,40
Miranda do Corvo,Serviço de Corte e Re-Ligação,2023,1,63
Miranda do Corvo,Serviço de Corte e Re-Ligação,2023,2,62
Miranda do Corvo,Serviço de Corte e Re-Ligação,2024,1,20
Miranda do Douro,Configuração de EMI,2022,1,4
Miranda do Douro,Configuração de EMI,2022,2,93
Miranda do Douro,Configuração de EMI,2023,1,334
Miranda do Douro,Configuração de EMI,2023,2,26
Miranda do Douro,Configuração de EMI,2024,1,6
Miranda do Douro,Outros,2023,1,1
Miranda do Douro,REMOTE_ICP_CONFIGURATION,2022,2,3
Miranda do Douro,REMOTE_ICP_CONFIGURATION,2023,1,8
Miranda do Douro,REMOTE_ICP_CONFIGURATION,2023,2,4
Miranda do Douro,REMOTE_ICP_CONFIGURATION,2024,1,2
Miranda do Douro,Redução de Potência Contratada,2022,1,71
Miranda do Douro,Redução de Potência Contratada,2022,2,115
Miranda do Douro,Redução de Potência Contratada,2023,1,124
Miranda do Douro,Redução de Potência Contratada,2023,2,156
Miranda do Douro,Redução de Potência Contratada,2024,1,49
Miranda do Douro,Reposição de Potência Contratada,2022,1,61
Miranda do Douro,Reposição de Potência Contratada,2022,2,102
Miranda do Douro,Reposição de Potência Contratada,2023,1,100
Miranda do Douro,Reposição de Potência Contratada,2023,2,128
Miranda do Douro,Reposição de Potência Contratada,2024,1,32
Miranda do Douro,Servico Alteração Contractual,2022,1,35
Miranda do Douro,Servico Alteração Contractual,2022,2,102
Miranda do Douro,Servico Alteração Contractual,2023,1,92
Miranda do Douro,Servico Alteração Contractual,2023,2,108
Miranda do Douro,Servico Alteração Contractual,2024,1,53
Miranda do Douro,Serviço de Corte e Re-Ligação,2022,1,32
Miranda do Douro,Serviço de Corte e Re-Ligação,2022,2,63
Miranda do Douro,Serviço de Corte e Re-Ligação,2023,1,61
Miranda do Douro,Serviço de Corte e Re-Ligação,2023,2,74
Miranda do Douro,Serviço de Corte e Re-Ligação,2024,1,20
Mirandela,Configuração de EMI,2022,1,17
Mirandela,Configuração de EMI,2022,2,302
Mirandela,Configuração de EMI,2023,1,1184
Mirandela,Configuração de EMI,2023,2,49
Mirandela,Configuração de EMI,2024,1,11
Mirandela,Outros,2023,1,3
Mirandela,REMOTE_ICP_CONFIGURATION,2023,1,9
Mirandela,REMOTE_ICP_CONFIGURATION,2023,2,20
Mirandela,REMOTE_ICP_CONFIGURATION,2024,1,1
Mirandela,Redução de Potência Contratada,2022,1,392
Mirandela,Redução de Potência Contratada,2022,2,736
Mirandela,Redução de Potência Contratada,2023,1,774
Mirandela,Redução de Potência Contratada,2023,2,715
Mirandela,Redução de Potência Contratada,2024,1,241
Mirandela,Reposição de Potência Contratada,2022,1,313
Mirandela,Reposição de Potência Contratada,2022,2,605
Mirandela,Reposição de Potência Contratada,2023,1,625
Mirandela,Reposição de Potência Contratada,2023,2,574
Mirandela,Reposição de Potência Contratada,2024,1,182
Mirandela,Servico Alteração Contractual,2022,1,215
Mirandela,Servico Alteração Contractual,2022,2,533
Mirandela,Servico Alteração Contractual,2023,1,400
Mirandela,Servico Alteração Contractual,2023,2,506
Mirandela,Servico Alteração Contractual,2024,1,146
Mirandela,Serviço de Corte e Re-Ligação,2022,1,145
Mirandela,Serviço de Corte e Re-Ligação,2022,2,234
Mirandela,Serviço de Corte e Re-Ligação,2023,1,291
Mirandela,Serviço de Corte e Re-Ligação,2023,2,221
Mirandela,Serviço de Corte e Re-Ligação,2024,1,52
Mogadouro,Configuração de EMI,2022,1,4
Mogadouro,Configuração de EMI,2022,2,168
Mogadouro,Configuração de EMI,2023,1,493
Mogadouro,Configuração de EMI,2023,2,25
Mogadouro,REMOTE_ICP_CONFIGURATION,2023,1,1
Mogadouro,REMOTE_ICP_CONFIGURATION,2023,2,6
Mogadouro,Redução de Potência Contratada,2022,1,139
Mogadouro,Redução de Potência Contratada,2022,2,242
Mogadouro,Redução de Potência Contratada,2023,1,261
Mogadouro,Redução de Potência Contratada,2023,2,228
Mogadouro,Redução de Potência Contratada,2024,1,87
Mogadouro,Reposição de Potência Contratada,2022,1,118
Mogadouro,Reposição de Potência Contratada,2022,2,184
Mogadouro,Reposição de Potência Contratada,2023,1,213
Mogadouro,Reposição de Potência Contratada,2023,2,192
Mogadouro,Reposição de Potência Contratada,2024,1,68
Mogadouro,Servico Alteração Contractual,2022,1,47
Mogadouro,Servico Alteração Contractual,2022,2,104
Mogadouro,Servico Alteração Contractual,2023,1,105
Mogadouro,Servico Alteração Contractual,2023,2,120
Mogadouro,Servico Alteração Contractual,2024,1,38
Mogadouro,Serviço de Corte e Re-Ligação,2022,1,66
Mogadouro,Serviço de Corte e Re-Ligação,2022,2,61
Mogadouro,Serviço de Corte e Re-Ligação,2023,1,84
Mogadouro,Serviço de Corte e Re-Ligação,2023,2,80
Mogadouro,Serviço de Corte e Re-Ligação,2024,1,31
Moimenta da Beira,Configuração de EMI,2022,1,6
Moimenta da Beira,Configuração de EMI,2022,2,67
Moimenta da Beira,Configuração de EMI,2023,1,593
Moimenta da Beira,Configuração de EMI,2023,2,24
Moimenta da Beira,Configuração de EMI,2024,1,8
Moimenta da Beira,Outros,2022,2,1
Moimenta da Beira,Outros,2023,1,1
Moimenta da Beira,Outros,2023,2,1
Moimenta da Beira,REMOTE_ICP_CONFIGURATION,2022,2,2
Moimenta da Beira,REMOTE_ICP_CONFIGURATION,2023,1,7
Moimenta da Beira,REMOTE_ICP_CONFIGURATION,2023,2,9
Moimenta da Beira,Redução de Potência Contratada,2022,1,80
Moimenta da Beira,Redução de Potência Contratada,2022,2,161
Moimenta da Beira,Redução de Potência Contratada,2023,1,206
Moimenta da Beira,Redução de Potência Contratada,2023,2,258
Moimenta da Beira,Redução de Potência Contratada,2024,1,105
Moimenta da Beira,Reposição de Potência Contratada,2022,1,80
Moimenta da Beira,Reposição de Potência Contratada,2022,2,132
Moimenta da Beira,Reposição de Potência Contratada,2023,1,166
Moimenta da Beira,Reposição de Potência Contratada,2023,2,213
Moimenta da Beira,Reposição de Potência Contratada,2024,1,77
Moimenta da Beira,Servico Alteração Contractual,2022,1,62
Moimenta da Beira,Servico Alteração Contractual,2022,2,116
Moimenta da Beira,Servico Alteração Contractual,2023,1,146
Moimenta da Beira,Servico Alteração Contractual,2023,2,162
Moimenta da Beira,Servico Alteração Contractual,2024,1,67
Moimenta da Beira,Serviço de Corte e Re-Ligação,2022,1,32
Moimenta da Beira,Serviço de Corte e Re-Ligação,2022,2,65
Moimenta da Beira,Serviço de Corte e Re-Ligação,2023,1,72
Moimenta da Beira,Serviço de Corte e Re-Ligação,2023,2,97
Moimenta da Beira,Serviço de Corte e Re-Ligação,2024,1,35
Moita,Configuração de EMI,2022,1,36
Moita,Configuração de EMI,2022,2,847
Moita,Configuração de EMI,2023,1,3336
Moita,Configuração de EMI,2023,2,55
Moita,Configuração de EMI,2024,1,12
Moita,Outros,2022,1,2
Moita,Outros,2022,2,2
Moita,Outros,2023,1,1
Moita,Outros,2023,2,1
Moita,REMOTE_ICP_CONFIGURATION,2022,2,1
Moita,REMOTE_ICP_CONFIGURATION,2023,1,24
Moita,REMOTE_ICP_CONFIGURATION,2023,2,68
Moita,REMOTE_ICP_CONFIGURATION,2024,1,1
Moita,Redução de Potência Contratada,2022,1,1083
Moita,Redução de Potência Contratada,2022,2,1920
Moita,Redução de Potência Contratada,2023,1,2850
Moita,Redução de Potência Contratada,2023,2,3001
Moita,Redução de Potência Contratada,2024,1,1061
Moita,Reposição de Potência Contratada,2022,1,900
Moita,Reposição de Potência Contratada,2022,2,1503
Moita,Reposição de Potência Contratada,2023,1,2241
Moita,Reposição de Potência Contratada,2023,2,2417
Moita,Reposição de Potência Contratada,2024,1,779
Moita,Servico Alteração Contractual,2022,1,465
Moita,Servico Alteração Contractual,2022,2,726
Moita,Servico Alteração Contractual,2023,1,1040
Moita,Servico Alteração Contractual,2023,2,1142
Moita,Servico Alteração Contractual,2024,1,445
Moita,Serviço de Corte e Re-Ligação,2022,1,302
Moita,Serviço de Corte e Re-Ligação,2022,2,503
Moita,Serviço de Corte e Re-Ligação,2023,1,705
Moita,Serviço de Corte e Re-Ligação,2023,2,736
Moita,Serviço de Corte e Re-Ligação,2024,1,196
Monchique,Configuração de EMI,2022,1,3
Monchique,Configuração de EMI,2022,2,166
Monchique,Configuração de EMI,2023,1,162
Monchique,Configuração de EMI,2023,2,8
Monchique,Configuração de EMI,2024,1,3
Monchique,REMOTE_ICP_CONFIGURATION,2022,2,1
Monchique,REMOTE_ICP_CONFIGURATION,2023,1,6
Monchique,REMOTE_ICP_CONFIGURATION,2023,2,7
Monchique,Redução de Potência Contratada,2022,1,42
Monchique,Redução de Potência Contratada,2022,2,66
Monchique,Redução de Potência Contratada,2023,1,98
Monchique,Redução de Potência Contratada,2023,2,130
Monchique,Redução de Potência Contratada,2024,1,49
Monchique,Reposição de Potência Contratada,2022,1,32
Monchique,Reposição de Potência Contratada,2022,2,60
Monchique,Reposição de Potência Contratada,2023,1,76
Monchique,Reposição de Potência Contratada,2023,2,107
Monchique,Reposição de Potência Contratada,2024,1,35
Monchique,Servico Alteração Contractual,2022,1,18
Monchique,Servico Alteração Contractual,2022,2,36
Monchique,Servico Alteração Contractual,2023,1,41
Monchique,Servico Alteração Contractual,2023,2,43
Monchique,Servico Alteração Contractual,2024,1,12
Monchique,Serviço de Corte e Re-Ligação,2022,1,9
Monchique,Serviço de Corte e Re-Ligação,2022,2,27
Monchique,Serviço de Corte e Re-Ligação,2023,1,41
Monchique,Serviço de Corte e Re-Ligação,2023,2,36
Monchique,Serviço de Corte e Re-Ligação,2024,1,8
Mondim de Basto,Configuração de EMI,2022,1,7
Mondim de Basto,Configuração de EMI,2022,2,603
Mondim de Basto,Configuração de EMI,2023,1,352
Mondim de Basto,Configuração de EMI,2023,2,30
Mondim de Basto,Configuração de EMI,2024,1,7
Mondim de Basto,REMOTE_ICP_CONFIGURATION,2022,2,1
Mondim de Basto,REMOTE_ICP_CONFIGURATION,2023,1,2
Mondim de Basto,REMOTE_ICP_CONFIGURATION,2023,2,5
