Concelho,Tipo de Serviço,Ano,Semestre,Ordens Serviço Realizadas (#)
Rio Maior,Servico Alteração Contractual,2022,2,169
Rio Maior,Servico Alteração Contractual,2023,1,198
Rio Maior,Servico Alteração Contractual,2023,2,263
Rio Maior,Servico Alteração Contractual,2024,1,124
Rio Maior,Serviço de Corte e Re-Ligação,2022,1,54
Rio Maior,Serviço de Corte e Re-Ligação,2022,2,81
Rio Maior,Serviço de Corte e Re-Ligação,2023,1,124
Rio Maior,Serviço de Corte e Re-Ligação,2023,2,111
Rio Maior,Serviço de Corte e Re-Ligação,2024,1,36
Sabrosa,Configuração de EMI,2022,1,4
Sabrosa,Configuração de EMI,2022,2,50
Sabrosa,Configuração de EMI,2023,1,337
Sabrosa,Configuração de EMI,2023,2,10
Sabrosa,Configuração de EMI,2024,1,3
Sabrosa,Outros,2023,1,1
Sabrosa,REMOTE_ICP_CONFIGURATION,2022,2,2
Sabrosa,REMOTE_ICP_CONFIGURATION,2023,1,9
Sabrosa,Redução de Potência Contratada,2022,1,46
Sabrosa,Redução de Potência Contratada,2022,2,71
Sabrosa,Redução de Potência Contratada,2023,1,100
Sabrosa,Redução de Potência Contratada,2023,2,91
Sabrosa,Redução de Potência Contratada,2024,1,29
Sabrosa,Reposição de Potência Contratada,2022,1,41
Sabrosa,Reposição de Potência Contratada,2022,2,65
Sabrosa,Reposição de Potência Contratada,2023,1,68
Sabrosa,Reposição de Potência Contratada,2023,2,68
Sabrosa,Reposição de Potência Contratada,2024,1,21
Sabrosa,Servico Alteração Contractual,2022,1,11
Sabrosa,Servico Alteração Contractual,2022,2,28
Sabrosa,Servico Alteração Contractual,2023,1,39
Sabrosa,Servico Alteração Contractual,2023,2,45
Sabrosa,Servico Alteração Contractual,2024,1,17
Sabrosa,Serviço de Corte e Re-Ligação,2022,1,20
Sabrosa,Serviço de Corte e Re-Ligação,2022,2,27
Sabrosa,Serviço de Corte e Re-Ligação,2023,1,30
Sabrosa,Serviço de Corte e Re-Ligação,2023,2,32
Sabrosa,Serviço de Corte e Re-Ligação,2024,1,10
Sabugal,Configuração de EMI,2022,1,14
Sabugal,Configuração de EMI,2022,2,359
Sabugal,Configuração de EMI,2023,1,824
Sabugal,Configuração de EMI,2023,2,24
Sabugal,Configuração de EMI,2024,1,8
Sabugal,Outros,2022,2,1
Sabugal,Outros,2023,2,1
Sabugal,REMOTE_ICP_CONFIGURATION,2022,2,1
Sabugal,REMOTE_ICP_CONFIGURATION,2023,1,9
Sabugal,REMOTE_ICP_CONFIGURATION,2023,2,7
Sabugal,Redução de Potência Contratada,2022,1,73
Sabugal,Redução de Potência Contratada,2022,2,124
Sabugal,Redução de Potência Contratada,2023,1,184
Sabugal,Redução de Potência Contratada,2023,2,189
Sabugal,Redução de Potência Contratada,2024,1,72
Sabugal,Reposição de Potência Contratada,2022,1,74
Sabugal,Reposição de Potência Contratada,2022,2,99
Sabugal,Reposição de Potência Contratada,2023,1,138
Sabugal,Reposição de Potência Contratada,2023,2,137
Sabugal,Reposição de Potência Contratada,2024,1,47
Sabugal,Servico Alteração Contractual,2022,1,58
Sabugal,Servico Alteração Contractual,2022,2,120
Sabugal,Servico Alteração Contractual,2023,1,136
Sabugal,Servico Alteração Contractual,2023,2,198
Sabugal,Servico Alteração Contractual,2024,1,63
Sabugal,Serviço de Corte e Re-Ligação,2022,1,80
Sabugal,Serviço de Corte e Re-Ligação,2022,2,48
Sabugal,Serviço de Corte e Re-Ligação,2023,1,87
Sabugal,Serviço de Corte e Re-Ligação,2023,2,93
Sabugal,Serviço de Corte e Re-Ligação,2024,1,34
Salvaterra de Magos,Configuração de EMI,2022,1,39
Salvaterra de Magos,Configuração de EMI,2022,2,605
Salvaterra de Magos,Configuração de EMI,2023,1,984
Salvaterra de Magos,Configuração de EMI,2023,2,82
Salvaterra de Magos,Configuração de EMI,2024,1,16
Salvaterra de Magos,Outros,2022,1,1
Salvaterra de Magos,Outros,2022,2,1
Salvaterra de Magos,REMOTE_ICP_CONFIGURATION,2022,2,3
Salvaterra de Magos,REMOTE_ICP_CONFIGURATION,2023,1,7
Salvaterra de Magos,REMOTE_ICP_CONFIGURATION,2023,2,16
Salvaterra de Magos,REMOTE_ICP_CONFIGURATION,2024,1,2
Salvaterra de Magos,Redução de Potência Contratada,2022,1,168
Salvaterra de Magos,Redução de Potência Contratada,2022,2,353
Salvaterra de Magos,Redução de Potência Contratada,2023,1,443
Salvaterra de Magos,Redução de Potência Contratada,2023,2,472
Salvaterra de Magos,Redução de Potência Contratada,2024,1,214
Salvaterra de Magos,Reposição de Potência Contratada,2022,1,147
Salvaterra de Magos,Reposição de Potência Contratada,2022,2,313
Salvaterra de Magos,Reposição de Potência Contratada,2023,1,369
Salvaterra de Magos,Reposição de Potência Contratada,2023,2,360
Salvaterra de Magos,Reposição de Potência Contratada,2024,1,163
Salvaterra de Magos,Servico Alteração Contractual,2022,1,79
Salvaterra de Magos,Servico Alteração Contractual,2022,2,220
Salvaterra de Magos,Servico Alteração Contractual,2023,1,241
Salvaterra de Magos,Servico Alteração Contractual,2023,2,279
Salvaterra de Magos,Servico Alteração Contractual,2024,1,138
Salvaterra de Magos,Serviço de Corte e Re-Ligação,2022,1,90
Salvaterra de Magos,Serviço de Corte e Re-Ligação,2022,2,138
Salvaterra de Magos,Serviço de Corte e Re-Ligação,2023,1,232
Salvaterra de Magos,Serviço de Corte e Re-Ligação,2023,2,203
Salvaterra de Magos,Serviço de Corte e Re-Ligação,2024,1,34
Santa Comba Dão,Configuração de EMI,2022,1,17
Santa Comba Dão,Configuração de EMI,2022,2,110
Santa Comba Dão,Configuração de EMI,2023,1,898
Santa Comba Dão,Configuração de EMI,2023,2,57
Santa Comba Dão,Configuração de EMI,2024,1,8
Santa Comba Dão,REMOTE_ICP_CONFIGURATION,2022,2,1
Santa Comba Dão,REMOTE_ICP_CONFIGURATION,2023,1,10
Santa Comba Dão,REMOTE_ICP_CONFIGURATION,2023,2,5
Santa Comba Dão,Redução de Potência Contratada,2022,1,98
Santa Comba Dão,Redução de Potência Contratada,2022,2,166
Santa Comba Dão,Redução de Potência Contratada,2023,1,235
Santa Comba Dão,Redução de Potência Contratada,2023,2,242
Santa Comba Dão,Redução de Potência Contratada,2024,1,101
Santa Comba Dão,Reposição de Potência Contratada,2022,1,80
Santa Comba Dão,Reposição de Potência Contratada,2022,2,162
Santa Comba Dão,Reposição de Potência Contratada,2023,1,191
Santa Comba Dão,Reposição de Potência Contratada,2023,2,180
Santa Comba Dão,Reposição de Potência Contratada,2024,1,76
Santa Comba Dão,Servico Alteração Contractual,2022,1,60
Santa Comba Dão,Servico Alteração Contractual,2022,2,85
Santa Comba Dão,Servico Alteração Contractual,2023,1,138
Santa Comba Dão,Servico Alteração Contractual,2023,2,151
Santa Comba Dão,Servico Alteração Contractual,2024,1,60
Santa Comba Dão,Serviço de Corte e Re-Ligação,2022,1,26
Santa Comba Dão,Serviço de Corte e Re-Ligação,2022,2,62
Santa Comba Dão,Serviço de Corte e Re-Ligação,2023,1,88
Santa Comba Dão,Serviço de Corte e Re-Ligação,2023,2,69
Santa Comba Dão,Serviço de Corte e Re-Ligação,2024,1,26
Santa Maria da Feira,Configuração de EMI,2022,1,98
Santa Maria da Feira,Configuração de EMI,2022,2,978
Santa Maria da Feira,Configuração de EMI,2023,1,4628
Santa Maria da Feira,Configuração de EMI,2023,2,222
Santa Maria da Feira,Configuração de EMI,2024,1,35
Santa Maria da Feira,Outros,2022,1,2
Santa Maria da Feira,Outros,2022,2,3
Santa Maria da Feira,Outros,2023,1,4
Santa Maria da Feira,Outros,2023,2,2
Santa Maria da Feira,REMOTE_ICP_CONFIGURATION,2022,2,39
Santa Maria da Feira,REMOTE_ICP_CONFIGURATION,2023,1,134
Santa Maria da Feira,REMOTE_ICP_CONFIGURATION,2023,2,111
Santa Maria da Feira,REMOTE_ICP_CONFIGURATION,2024,1,30
Santa Maria da Feira,Redução de Potência Contratada,2022,1,668
Santa Maria da Feira,Redução de Potência Contratada,2022,2,1088
Santa Maria da Feira,Redução de Potência Contratada,2023,1,1673
Santa Maria da Feira,Redução de Potência Contratada,2023,2,2309
Santa Maria da Feira,Redução de Potência Contratada,2024,1,964
Santa Maria da Feira,Reposição de Potência Contratada,2022,1,538
Santa Maria da Feira,Reposição de Potência Contratada,2022,2,907
Santa Maria da Feira,Reposição de Potência Contratada,2023,1,1286
Santa Maria da Feira,Reposição de Potência Contratada,2023,2,1769
Santa Maria da Feira,Reposição de Potência Contratada,2024,1,674
Santa Maria da Feira,Servico Alteração Contractual,2022,1,427
Santa Maria da Feira,Servico Alteração Contractual,2022,2,837
Santa Maria da Feira,Servico Alteração Contractual,2023,1,940
Santa Maria da Feira,Servico Alteração Contractual,2023,2,1358
Santa Maria da Feira,Servico Alteração Contractual,2024,1,589
Santa Maria da Feira,Serviço de Corte e Re-Ligação,2022,1,298
Santa Maria da Feira,Serviço de Corte e Re-Ligação,2022,2,372
Santa Maria da Feira,Serviço de Corte e Re-Ligação,2023,1,611
Santa Maria da Feira,Serviço de Corte e Re-Ligação,2023,2,637
Santa Maria da Feira,Serviço de Corte e Re-Ligação,2024,1,152
Santa Marta de Penaguião,Configuração de EMI,2022,1,4
Santa Marta de Penaguião,Configuração de EMI,2022,2,115
Santa Marta de Penaguião,Configuração de EMI,2023,1,201
Santa Marta de Penaguião,Configuração de EMI,2023,2,12
Santa Marta de Penaguião,Configuração de EMI,2024,1,7
Santa Marta de Penaguião,Outros,2022,2,1
Santa Marta de Penaguião,REMOTE_ICP_CONFIGURATION,2022,2,3
Santa Marta de Penaguião,REMOTE_ICP_CONFIGURATION,2023,1,8
Santa Marta de Penaguião,REMOTE_ICP_CONFIGURATION,2023,2,3
Santa Marta de Penaguião,REMOTE_ICP_CONFIGURATION,2024,1,1
Santa Marta de Penaguião,Redução de Potência Contratada,2022,1,64
Santa Marta de Penaguião,Redução de Potência Contratada,2022,2,125
Santa Marta de Penaguião,Redução de Potência Contratada,2023,1,146
Santa Marta de Penaguião,Redução de Potência Contratada,2023,2,135
Santa Marta de Penaguião,Redução de Potência Contratada,2024,1,44
Santa Marta de Penaguião,Reposição de Potência Contratada,2022,1,54
Santa Marta de Penaguião,Reposição de Potência Contratada,2022,2,102
Santa Marta de Penaguião,Reposição de Potência Contratada,2023,1,109
Santa Marta de Penaguião,Reposição de Potência Contratada,2023,2,93
Santa Marta de Penaguião,Reposição de Potência Contratada,2024,1,27
Santa Marta de Penaguião,Servico Alteração Contractual,2022,1,18
Santa Marta de Penaguião,Servico Alteração Contractual,2022,2,36
Santa Marta de Penaguião,Servico Alteração Contractual,2023,1,34
Santa Marta de Penaguião,Servico Alteração Contractual,2023,2,47
Santa Marta de Penaguião,Servico Alteração Contractual,2024,1,22
Santa Marta de Penaguião,Serviço de Corte e Re-Ligação,2022,1,41
Santa Marta de Penaguião,Serviço de Corte e Re-Ligação,2022,2,54
Santa Marta de Penaguião,Serviço de Corte e Re-Ligação,2023,1,65
Santa Marta de Penaguião,Serviço de Corte e Re-Ligação,2023,2,49
Santa Marta de Penaguião,Serviço de Corte e Re-Ligação,2024,1,12
Santarém,Configuração de EMI,2022,1,73
Santarém,Configuração de EMI,2022,2,975
Santarém,Configuração de EMI,2023,1,1890
Santarém,Configuração de EMI,2023,2,93
Santarém,Configuração de EMI,2024,1,27
Santarém,Outros,2022,2,1
Santarém,Outros,2023,1,2
Santarém,REMOTE_ICP_CONFIGURATION,2022,2,2
Santarém,REMOTE_ICP_CONFIGURATION,2023,1,14
Santarém,REMOTE_ICP_CONFIGURATION,2023,2,40
Santarém,REMOTE_ICP_CONFIGURATION,2024,1,2
Santarém,Redução de Potência Contratada,2022,1,1045
Santarém,Redução de Potência Contratada,2022,2,1666
Santarém,Redução de Potência Contratada,2023,1,2065
Santarém,Redução de Potência Contratada,2023,2,1934
Santarém,Redução de Potência Contratada,2024,1,696
Santarém,Reposição de Potência Contratada,2022,1,847
Santarém,Reposição de Potência Contratada,2022,2,1392
Santarém,Reposição de Potência Contratada,2023,1,1684
Santarém,Reposição de Potência Contratada,2023,2,1543
Santarém,Reposição de Potência Contratada,2024,1,508
Santarém,Servico Alteração Contractual,2022,1,517
Santarém,Servico Alteração Contractual,2022,2,880
Santarém,Servico Alteração Contractual,2023,1,992
Santarém,Servico Alteração Contractual,2023,2,1035
Santarém,Servico Alteração Contractual,2024,1,381
Santarém,Serviço de Corte e Re-Ligação,2022,1,312
Santarém,Serviço de Corte e Re-Ligação,2022,2,426
Santarém,Serviço de Corte e Re-Ligação,2023,1,541
Santarém,Serviço de Corte e Re-Ligação,2023,2,448
Santarém,Serviço de Corte e Re-Ligação,2024,1,111
Santiago do Cacém,Configuração de EMI,2022,1,35
Santiago do Cacém,Configuração de EMI,2022,2,398
Santiago do Cacém,Configuração de EMI,2023,1,1259
Santiago do Cacém,Configuração de EMI,2023,2,34
Santiago do Cacém,Configuração de EMI,2024,1,13
Santiago do Cacém,Outros,2022,2,2
Santiago do Cacém,Outros,2024,1,1
Santiago do Cacém,REMOTE_ICP_CONFIGURATION,2022,2,3
Santiago do Cacém,REMOTE_ICP_CONFIGURATION,2023,1,12
Santiago do Cacém,REMOTE_ICP_CONFIGURATION,2023,2,9
Santiago do Cacém,REMOTE_ICP_CONFIGURATION,2024,1,3
Santiago do Cacém,Redução de Potência Contratada,2022,1,217
Santiago do Cacém,Redução de Potência Contratada,2022,2,340
Santiago do Cacém,Redução de Potência Contratada,2023,1,431
Santiago do Cacém,Redução de Potência Contratada,2023,2,533
Santiago do Cacém,Redução de Potência Contratada,2024,1,210
Santiago do Cacém,Reposição de Potência Contratada,2022,1,192
Santiago do Cacém,Reposição de Potência Contratada,2022,2,298
Santiago do Cacém,Reposição de Potência Contratada,2023,1,361
Santiago do Cacém,Reposição de Potência Contratada,2023,2,441
Santiago do Cacém,Reposição de Potência Contratada,2024,1,168
Santiago do Cacém,Servico Alteração Contractual,2022,1,95
Santiago do Cacém,Servico Alteração Contractual,2022,2,145
Santiago do Cacém,Servico Alteração Contractual,2023,1,198
Santiago do Cacém,Servico Alteração Contractual,2023,2,260
Santiago do Cacém,Servico Alteração Contractual,2024,1,134
Santiago do Cacém,Serviço de Corte e Re-Ligação,2022,1,98
Santiago do Cacém,Serviço de Corte e Re-Ligação,2022,2,171
Santiago do Cacém,Serviço de Corte e Re-Ligação,2023,1,171
Santiago do Cacém,Serviço de Corte e Re-Ligação,2023,2,138
Santiago do Cacém,Serviço de Corte e Re-Ligação,2024,1,53
Santo Tirso,Configuração de EMI,2022,1,98
Santo Tirso,Configuração de EMI,2022,2,1147
Santo Tirso,Configuração de EMI,2023,1,3102
Santo Tirso,Configuração de EMI,2023,2,89
Santo Tirso,Configuração de EMI,2024,1,14
Santo Tirso,Outros,2022,1,2
Santo Tirso,Outros,2022,2,3
Santo Tirso,REMOTE_ICP_CONFIGURATION,2022,2,26
Santo Tirso,REMOTE_ICP_CONFIGURATION,2023,1,56
Santo Tirso,REMOTE_ICP_CONFIGURATION,2023,2,46
Santo Tirso,REMOTE_ICP_CONFIGURATION,2024,1,2
Santo Tirso,Redução de Potência Contratada,2022,1,391
Santo Tirso,Redução de Potência Contratada,2022,2,671
Santo Tirso,Redução de Potência Contratada,2023,1,950
Santo Tirso,Redução de Potência Contratada,2023,2,972
Santo Tirso,Redução de Potência Contratada,2024,1,335
Santo Tirso,Reposição de Potência Contratada,2022,1,309
Santo Tirso,Reposição de Potência Contratada,2022,2,546
Santo Tirso,Reposição de Potência Contratada,2023,1,752
Santo Tirso,Reposição de Potência Contratada,2023,2,781
Santo Tirso,Reposição de Potência Contratada,2024,1,260
Santo Tirso,Servico Alteração Contractual,2022,1,178
Santo Tirso,Servico Alteração Contractual,2022,2,455
Santo Tirso,Servico Alteração Contractual,2023,1,554
Santo Tirso,Servico Alteração Contractual,2023,2,667
Santo Tirso,Servico Alteração Contractual,2024,1,290
Santo Tirso,Serviço de Corte e Re-Ligação,2022,1,125
Santo Tirso,Serviço de Corte e Re-Ligação,2022,2,225
Santo Tirso,Serviço de Corte e Re-Ligação,2023,1,327
Santo Tirso,Serviço de Corte e Re-Ligação,2023,2,245
Santo Tirso,Serviço de Corte e Re-Ligação,2024,1,56
Sardoal,Configuração de EMI,2022,1,4
Sardoal,Configuração de EMI,2022,2,344
Sardoal,Configuração de EMI,2023,1,265
Sardoal,Configuração de EMI,2023,2,15
Sardoal,Configuração de EMI,2024,1,2
Sardoal,REMOTE_ICP_CONFIGURATION,2022,2,1
Sardoal,REMOTE_ICP_CONFIGURATION,2023,1,3
Sardoal,REMOTE_ICP_CONFIGURATION,2023,2,5
Sardoal,Redução de Potência Contratada,2022,1,35
Sardoal,Redução de Potência Contratada,2022,2,74
Sardoal,Redução de Potência Contratada,2023,1,112
Sardoal,Redução de Potência Contratada,2023,2,113
Sardoal,Redução de Potência Contratada,2024,1,26
Sardoal,Reposição de Potência Contratada,2022,1,32
Sardoal,Reposição de Potência Contratada,2022,2,63
Sardoal,Reposição de Potência Contratada,2023,1,95
Sardoal,Reposição de Potência Contratada,2023,2,100
Sardoal,Reposição de Potência Contratada,2024,1,20
Sardoal,Servico Alteração Contractual,2022,1,26
Sardoal,Servico Alteração Contractual,2022,2,46
Sardoal,Servico Alteração Contractual,2023,1,77
Sardoal,Servico Alteração Contractual,2023,2,52
Sardoal,Servico Alteração Contractual,2024,1,17
Sardoal,Serviço de Corte e Re-Ligação,2022,1,16
Sardoal,Serviço de Corte e Re-Ligação,2022,2,26
Sardoal,Serviço de Corte e Re-Ligação,2023,1,37
Sardoal,Serviço de Corte e Re-Ligação,2023,2,24
Sardoal,Serviço de Corte e Re-Ligação,2024,1,7
Seia,Configuração de EMI,2022,1,44
Seia,Configuração de EMI,2022,2,437
Seia,Configuração de EMI,2023,1,599
Seia,Configuração de EMI,2023,2,38
Seia,Configuração de EMI,2024,1,2
Seia,REMOTE_ICP_CONFIGURATION,2022,2,3
Seia,REMOTE_ICP_CONFIGURATION,2023,1,9
Seia,REMOTE_ICP_CONFIGURATION,2023,2,10
Seia,REMOTE_ICP_CONFIGURATION,2024,1,1
Seia,Redução de Potência Contratada,2022,1,180
Seia,Redução de Potência Contratada,2022,2,351
Seia,Redução de Potência Contratada,2023,1,403
Seia,Redução de Potência Contratada,2023,2,365
Seia,Redução de Potência Contratada,2024,1,138
Seia,Reposição de Potência Contratada,2022,1,145
Seia,Reposição de Potência Contratada,2022,2,283
Seia,Reposição de Potência Contratada,2023,1,319
Seia,Reposição de Potência Contratada,2023,2,281
Seia,Reposição de Potência Contratada,2024,1,95
Seia,Servico Alteração Contractual,2022,1,173
Seia,Servico Alteração Contractual,2022,2,379
Seia,Servico Alteração Contractual,2023,1,306
Seia,Servico Alteração Contractual,2023,2,396
Seia,Servico Alteração Contractual,2024,1,120
Seia,Serviço de Corte e Re-Ligação,2022,1,69
Seia,Serviço de Corte e Re-Ligação,2022,2,112
Seia,Serviço de Corte e Re-Ligação,2023,1,138
Seia,Serviço de Corte e Re-Ligação,2023,2,115
Seia,Serviço de Corte e Re-Ligação,2024,1,26
Seixal,Configuração de EMI,2022,1,244
Seixal,Configuração de EMI,2022,2,3142
Seixal,Configuração de EMI,2023,1,7494
Seixal,Configuração de EMI,2023,2,309
Seixal,Configuração de EMI,2024,1,60
Seixal,Outros,2022,1,8
Seixal,Outros,2022,2,4
Seixal,Outros,2023,1,8
Seixal,Outros,2023,2,2
Seixal,Outros,2024,1,1
Seixal,REMOTE_ICP_CONFIGURATION,2022,2,13
Seixal,REMOTE_ICP_CONFIGURATION,2023,1,64
Seixal,REMOTE_ICP_CONFIGURATION,2023,2,150
Seixal,REMOTE_ICP_CONFIGURATION,2024,1,2
Seixal,Redução de Potência Contratada,2022,1,2600
Seixal,Redução de Potência Contratada,2022,2,4388
Seixal,Redução de Potência Contratada,2023,1,5719
Seixal,Redução de Potência Contratada,2023,2,5588
Seixal,Redução de Potência Contratada,2024,1,1989
Seixal,Reposição de Potência Contratada,2022,1,2114
Seixal,Reposição de Potência Contratada,2022,2,3653
Seixal,Reposição de Potência Contratada,2023,1,4554
Seixal,Reposição de Potência Contratada,2023,2,4561
Seixal,Reposição de Potência Contratada,2024,1,1485
Seixal,Servico Alteração Contractual,2022,1,1337
Seixal,Servico Alteração Contractual,2022,2,2570
Seixal,Servico Alteração Contractual,2023,1,2665
Seixal,Servico Alteração Contractual,2023,2,2678
Seixal,Servico Alteração Contractual,2024,1,990
Seixal,Serviço de Corte e Re-Ligação,2022,1,850
Seixal,Serviço de Corte e Re-Ligação,2022,2,1267
Seixal,Serviço de Corte e Re-Ligação,2023,1,1490
Seixal,Serviço de Corte e Re-Ligação,2023,2,1307
Seixal,Serviço de Corte e Re-Ligação,2024,1,337
Sernancelhe,Configuração de EMI,2022,1,2
Sernancelhe,Configuração de EMI,2022,2,63
Sernancelhe,Configuração de EMI,2023,1,304
Sernancelhe,Configuração de EMI,2023,2,5
Sernancelhe,Configuração de EMI,2024,1,4
Sernancelhe,Outros,2022,1,1
Sernancelhe,Redução de Potência Contratada,2022,1,10
Sernancelhe,Redução de Potência Contratada,2022,2,17
Sernancelhe,Redução de Potência Contratada,2023,1,36
Sernancelhe,Redução de Potência Contratada,2023,2,67
Sernancelhe,Redução de Potência Contratada,2024,1,38
Sernancelhe,Reposição de Potência Contratada,2022,1,12
Sernancelhe,Reposição de Potência Contratada,2022,2,11
Sernancelhe,Reposição de Potência Contratada,2023,1,32
Sernancelhe,Reposição de Potência Contratada,2023,2,49
Sernancelhe,Reposição de Potência Contratada,2024,1,27
Sernancelhe,Servico Alteração Contractual,2022,1,12
Sernancelhe,Servico Alteração Contractual,2022,2,19
Sernancelhe,Servico Alteração Contractual,2023,1,28
Sernancelhe,Servico Alteração Contractual,2023,2,42
Sernancelhe,Servico Alteração Contractual,2024,1,26
Sernancelhe,Serviço de Corte e Re-Ligação,2022,1,7
Sernancelhe,Serviço de Corte e Re-Ligação,2022,2,9
Sernancelhe,Serviço de Corte e Re-Ligação,2023,1,26
Sernancelhe,Serviço de Corte e Re-Ligação,2023,2,28
Sernancelhe,Serviço de Corte e Re-Ligação,2024,1,10
Serpa,Configuração de EMI,2022,1,10
Serpa,Configuração de EMI,2022,2,203
Serpa,Configuração de EMI,2023,1,256
Serpa,Configuração de EMI,2023,2,26
Serpa,Configuração de EMI,2024,1,9
Serpa,Outros,2022,2,1
Serpa,REMOTE_ICP_CONFIGURATION,2022,2,1
Serpa,REMOTE_ICP_CONFIGURATION,2023,1,3
Serpa,REMOTE_ICP_CONFIGURATION,2023,2,12
Serpa,REMOTE_ICP_CONFIGURATION,2024,1,2
Serpa,Redução de Potência Contratada,2022,1,218
Serpa,Redução de Potência Contratada,2022,2,322
Serpa,Redução de Potência Contratada,2023,1,312
Serpa,Redução de Potência Contratada,2023,2,417
Serpa,Redução de Potência Contratada,2024,1,164
Serpa,Reposição de Potência Contratada,2022,1,173
Serpa,Reposição de Potência Contratada,2022,2,275
Serpa,Reposição de Potência Contratada,2023,1,239
Serpa,Reposição de Potência Contratada,2023,2,379
Serpa,Reposição de Potência Contratada,2024,1,110
Serpa,Servico Alteração Contractual,2022,1,31
Serpa,Servico Alteração Contractual,2022,2,98
Serpa,Servico Alteração Contractual,2023,1,107
Serpa,Servico Alteração Contractual,2023,2,134
Serpa,Servico Alteração Contractual,2024,1,67
Serpa,Serviço de Corte e Re-Ligação,2022,1,68
Serpa,Serviço de Corte e Re-Ligação,2022,2,91
Serpa,Serviço de Corte e Re-Ligação,2023,1,128
Serpa,Serviço de Corte e Re-Ligação,2023,2,127
Serpa,Serviço de Corte e Re-Ligação,2024,1,30
Sertã,Configuração de EMI,2022,1,13
Sertã,Configuração de EMI,2022,2,262
Sertã,Configuração de EMI,2023,1,647
Sertã,Configuração de EMI,2023,2,38
Sertã,Configuração de EMI,2024,1,4
Sertã,Outros,2023,1,1
Sertã,REMOTE_ICP_CONFIGURATION,2022,2,2
Sertã,REMOTE_ICP_CONFIGURATION,2023,1,23
Sertã,REMOTE_ICP_CONFIGURATION,2023,2,18
Sertã,Redução de Potência Contratada,2022,1,136
Sertã,Redução de Potência Contratada,2022,2,282
Sertã,Redução de Potência Contratada,2023,1,353
Sertã,Redução de Potência Contratada,2023,2,379
Sertã,Redução de Potência Contratada,2024,1,135
Sertã,Reposição de Potência Contratada,2022,1,117
Sertã,Reposição de Potência Contratada,2022,2,223
Sertã,Reposição de Potência Contratada,2023,1,292
Sertã,Reposição de Potência Contratada,2023,2,323
Sertã,Reposição de Potência Contratada,2024,1,104
Sertã,Servico Alteração Contractual,2022,1,93
Sertã,Servico Alteração Contractual,2022,2,178
Sertã,Servico Alteração Contractual,2023,1,154
Sertã,Servico Alteração Contractual,2023,2,206
Sertã,Servico Alteração Contractual,2024,1,69
Sertã,Serviço de Corte e Re-Ligação,2022,1,68
Sertã,Serviço de Corte e Re-Ligação,2022,2,98
Sertã,Serviço de Corte e Re-Ligação,2023,1,149
Sertã,Serviço de Corte e Re-Ligação,2023,2,110
Sertã,Serviço de Corte e Re-Ligação,2024,1,30
Sesimbra,Configuração de EMI,2022,1,118
Sesimbra,Configuração de EMI,2022,2,995
Sesimbra,Configuração de EMI,2023,1,2840
Sesimbra,Configuração de EMI,2023,2,196
Sesimbra,Configuração de EMI,2024,1,64
Sesimbra,Outros,2022,1,3
Sesimbra,Outros,2022,2,1
Sesimbra,Outros,2023,2,1
Sesimbra,Outros,2024,1,1
Sesimbra,REMOTE_ICP_CONFIGURATION,2022,2,8
Sesimbra,REMOTE_ICP_CONFIGURATION,2023,1,25
Sesimbra,REMOTE_ICP_CONFIGURATION,2023,2,31
Sesimbra,Redução de Potência Contratada,2022,1,853
Sesimbra,Redução de Potência Contratada,2022,2,1511
Sesimbra,Redução de Potência Contratada,2023,1,1888
Sesimbra,Redução de Potência Contratada,2023,2,1788
Sesimbra,Redução de Potência Contratada,2024,1,704
Sesimbra,Reposição de Potência Contratada,2022,1,772
Sesimbra,Reposição de Potência Contratada,2022,2,1336
Sesimbra,Reposição de Potência Contratada,2023,1,1658
Sesimbra,Reposição de Potência Contratada,2023,2,1569
Sesimbra,Reposição de Potência Contratada,2024,1,532
Sesimbra,Servico Alteração Contractual,2022,1,526
Sesimbra,Servico Alteração Contractual,2022,2,901
Sesimbra,Servico Alteração Contractual,2023,1,958
Sesimbra,Servico Alteração Contractual,2023,2,1051
Sesimbra,Servico Alteração Contractual,2024,1,396
Sesimbra,Serviço de Corte e Re-Ligação,2022,1,347
Sesimbra,Serviço de Corte e Re-Ligação,2022,2,491
Sesimbra,Serviço de Corte e Re-Ligação,2023,1,612
Sesimbra,Serviço de Corte e Re-Ligação,2023,2,513
Sesimbra,Serviço de Corte e Re-Ligação,2024,1,129
Setúbal,Configuração de EMI,2022,1,143
Setúbal,Configuração de EMI,2022,2,2085
Setúbal,Configuração de EMI,2023,1,5159
Setúbal,Configuração de EMI,2023,2,176
Setúbal,Configuração de EMI,2024,1,47
Setúbal,Outros,2022,1,2
Setúbal,Outros,2022,2,7
Setúbal,Outros,2023,1,7
Setúbal,Outros,2023,2,3
Setúbal,REMOTE_ICP_CONFIGURATION,2022,2,5
Setúbal,REMOTE_ICP_CONFIGURATION,2023,1,62
Setúbal,REMOTE_ICP_CONFIGURATION,2023,2,122
Setúbal,REMOTE_ICP_CONFIGURATION,2024,1,5
Setúbal,Redução de Potência Contratada,2022,1,2762
Setúbal,Redução de Potência Contratada,2022,2,4493
Setúbal,Redução de Potência Contratada,2023,1,5770
Setúbal,Redução de Potência Contratada,2023,2,5041
Setúbal,Redução de Potência Contratada,2024,1,1774
Setúbal,Reposição de Potência Contratada,2022,1,2248
