concelho,nivel_de_tensao,ano,mes,energia_ativa_kwh
Alcanena,Baixa Tensão,2022,9,2063272.186
Alcanena,Baixa Tensão,2022,10,2172494.301
Alcanena,Baixa Tensão,2022,11,2388084.412
Alcanena,Baixa Tensão,2022,12,2762983.429
Alcanena,Baixa Tensão,2023,1,2928156.056
Alcanena,Baixa Tensão,2023,2,2569963.674
Alcanena,Baixa Tensão,2023,3,2497227.7539999997
Alcanena,Baixa Tensão,2023,4,2070420.654
Alcanena,Baixa Tensão,2023,5,2032625.0499999998
Alcanena,Baixa Tensão,2023,6,2021095.812
Alcanena,Baixa Tensão,2023,7,2110068.081
Alcanena,Baixa Tensão,2023,8,2153380.639
Alcanena,Baixa Tensão,2023,9,2063624.959
Alcanena,Baixa Tensão,2023,10,2259207.286
Alcanena,Baixa Tensão,2023,11,2507208.028
Alcanena,Baixa Tensão,2023,12,3063576.007
Alcanena,Baixa Tensão,2024,1,3022449.408
Alcanena,Baixa Tensão,2024,2,940955.592
Alcanena,"Muito Alta, Alta e Média Tensões",2020,11,4207230.573
Alcanena,"Muito Alta, Alta e Média Tensões",2020,12,3636643.239
Alcanena,"Muito Alta, Alta e Média Tensões",2021,1,4100725.368
Alcanena,"Muito Alta, Alta e Média Tensões",2021,2,3878936.933
Alcanena,"Muito Alta, Alta e Média Tensões",2021,3,4334727.699
Alcanena,"Muito Alta, Alta e Média Tensões",2021,4,4015006.0409999997
Alcanena,"Muito Alta, Alta e Média Tensões",2021,5,3817543.949
Alcanena,"Muito Alta, Alta e Média Tensões",2021,6,3593976.079
Alcanena,"Muito Alta, Alta e Média Tensões",2021,7,3643999.276
Alcanena,"Muito Alta, Alta e Média Tensões",2021,8,3002472.595
Alcanena,"Muito Alta, Alta e Média Tensões",2021,9,3754968.06
Alcanena,"Muito Alta, Alta e Média Tensões",2021,10,4176016.6389999995
Alcanena,"Muito Alta, Alta e Média Tensões",2021,11,4160525.176
Alcanena,"Muito Alta, Alta e Média Tensões",2021,12,3663334.185
Alcanena,"Muito Alta, Alta e Média Tensões",2022,1,4017307.7409999995
Alcanena,"Muito Alta, Alta e Média Tensões",2022,2,3756345.057
Alcanena,"Muito Alta, Alta e Média Tensões",2022,3,4196244.973999999
Alcanena,"Muito Alta, Alta e Média Tensões",2022,4,3847714.151
Alcanena,"Muito Alta, Alta e Média Tensões",2022,5,4115345.0030000005
Alcanena,"Muito Alta, Alta e Média Tensões",2022,6,3796214.074
Alcanena,"Muito Alta, Alta e Média Tensões",2022,7,3837505.501
Alcanena,"Muito Alta, Alta e Média Tensões",2022,8,2810472.344
Alcanena,"Muito Alta, Alta e Média Tensões",2022,9,3449799.106
Alcanena,"Muito Alta, Alta e Média Tensões",2022,10,3988021.4099999997
Alcanena,"Muito Alta, Alta e Média Tensões",2022,11,3811850.317
Alcanena,"Muito Alta, Alta e Média Tensões",2022,12,3399256.322
Alcanena,"Muito Alta, Alta e Média Tensões",2023,1,4065502.921
Alcanena,"Muito Alta, Alta e Média Tensões",2023,2,3614559.224
Alcanena,"Muito Alta, Alta e Média Tensões",2023,3,3937543.74
Alcanena,"Muito Alta, Alta e Média Tensões",2023,4,3553797.544
Alcanena,"Muito Alta, Alta e Média Tensões",2023,5,3599319.7690000003
Alcanena,"Muito Alta, Alta e Média Tensões",2023,6,3619957.802
Alcanena,"Muito Alta, Alta e Média Tensões",2023,7,3306100.478
Alcanena,"Muito Alta, Alta e Média Tensões",2023,8,2696596.776
Alcanena,"Muito Alta, Alta e Média Tensões",2023,9,3363474.15
Alcanena,"Muito Alta, Alta e Média Tensões",2023,10,4037711.6029999997
Alcanena,"Muito Alta, Alta e Média Tensões",2023,11,3946909.997
Alcanena,"Muito Alta, Alta e Média Tensões",2023,12,3280559.996
Alcanena,"Muito Alta, Alta e Média Tensões",2024,1,3973403.2240000004
Alcanena,"Muito Alta, Alta e Média Tensões",2024,2,1201035.7759999998
Alcobaça,Baixa Tensão,2020,11,11312817.817
Alcobaça,Baixa Tensão,2020,12,12764939.852
Alcobaça,Baixa Tensão,2021,1,13601959.496
Alcobaça,Baixa Tensão,2021,2,10943310.358
Alcobaça,Baixa Tensão,2021,3,11066429.403
Alcobaça,Baixa Tensão,2021,4,10091740.007
Alcobaça,Baixa Tensão,2021,5,10177171.531
Alcobaça,Baixa Tensão,2021,6,9895102.866
Alcobaça,Baixa Tensão,2021,7,10570860.598
Alcobaça,Baixa Tensão,2021,8,10843929.175
Alcobaça,Baixa Tensão,2021,9,10514146.791
Alcobaça,Baixa Tensão,2021,10,10910793.775
Alcobaça,Baixa Tensão,2021,11,11643640.039
Alcobaça,Baixa Tensão,2021,12,12842233.961000001
Alcobaça,Baixa Tensão,2022,1,12953667.668
Alcobaça,Baixa Tensão,2022,2,11403080.057
Alcobaça,Baixa Tensão,2022,3,11957043.971
Alcobaça,Baixa Tensão,2022,4,10765184.177
Alcobaça,Baixa Tensão,2022,5,10560369.193
Alcobaça,Baixa Tensão,2022,6,10222477.59
Alcobaça,Baixa Tensão,2022,7,11015045.504
Alcobaça,Baixa Tensão,2022,8,10967753.727
Alcobaça,Baixa Tensão,2022,9,10495665.537
Alcobaça,Baixa Tensão,2022,10,10986606.897
Alcobaça,Baixa Tensão,2022,11,11454515.053
Alcobaça,Baixa Tensão,2022,12,12673289.578
Alcobaça,Baixa Tensão,2023,1,13505565.124
Alcobaça,Baixa Tensão,2023,2,11994607.061999999
Alcobaça,Baixa Tensão,2023,3,11775974.528
Alcobaça,Baixa Tensão,2023,4,10289382.234
Alcobaça,Baixa Tensão,2023,5,10413268.735
Alcobaça,Baixa Tensão,2023,6,10310849.801
Alcobaça,Baixa Tensão,2023,7,10992526.302000001
Alcobaça,Baixa Tensão,2023,8,11171971.257
Alcobaça,Baixa Tensão,2023,9,10641167.317
Alcobaça,Baixa Tensão,2023,10,11251493.558
Alcobaça,Baixa Tensão,2023,11,11915057.083999999
Alcobaça,Baixa Tensão,2023,12,14105625.482
Alcobaça,Baixa Tensão,2024,1,13868518.135
Alcobaça,Baixa Tensão,2024,2,4722991.865
Alcobaça,"Muito Alta, Alta e Média Tensões",2020,11,13820050.945
Alcobaça,"Muito Alta, Alta e Média Tensões",2020,12,11386287.261
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,1,11426384.261
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,2,10450128.975
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,3,10688189.343999999
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,4,10108244.91
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,5,10116284.5
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,6,9619289.939
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,7,10690103.87
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,8,10956498.281
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,9,12486825.753
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,10,13523948.77
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,11,11816466.885
Alcobaça,"Muito Alta, Alta e Média Tensões",2021,12,11237813.512
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,1,11506035.231999999
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,2,10908578.782
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,3,12891779.592
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,4,11643065.925
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,5,11320224.76
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,6,10238875.709
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,7,10910260.986
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,8,10261502.813000001
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,9,10750633.714000002
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,10,12114539.367
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,11,11742952.337
Alcobaça,"Muito Alta, Alta e Média Tensões",2022,12,11057190.783
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,1,11873342.199000001
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,2,10090241.363
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,3,9784194.294
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,4,8889810.093
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,5,9545294.794
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,6,9617896.257
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,7,10033099.48
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,8,10447246.55
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,9,11630324.755
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,10,12959595.861
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,11,12406079.443
Alcobaça,"Muito Alta, Alta e Média Tensões",2023,12,10787560.911
Alcobaça,"Muito Alta, Alta e Média Tensões",2024,1,12867166.141
Alcobaça,"Muito Alta, Alta e Média Tensões",2024,2,4819578.859
Alcochete,Baixa Tensão,2020,11,3679694.512
Alcochete,Baixa Tensão,2020,12,4362496.608
Alcochete,Baixa Tensão,2021,1,4742888.637
Alcochete,Baixa Tensão,2021,2,3292381.5459999996
Alcochete,Baixa Tensão,2021,3,3183007.1950000003
Alcochete,Baixa Tensão,2021,4,3062124.924
Alcochete,Baixa Tensão,2021,5,3315315.1350000002
Alcochete,Baixa Tensão,2021,6,3368109.182
Alcochete,Baixa Tensão,2021,7,3569499.231
Alcochete,Baixa Tensão,2021,8,3634841.981
Alcochete,Baixa Tensão,2021,9,3518026.416
Alcochete,Baixa Tensão,2021,10,3586538.528
Alcochete,Baixa Tensão,2021,11,3891496.593
Alcochete,Baixa Tensão,2021,12,4388566.632
Alcochete,Baixa Tensão,2022,1,4705080.884000001
Alcochete,Baixa Tensão,2022,2,3997576.983
Alcochete,Baixa Tensão,2022,3,4010049.053
Alcochete,Baixa Tensão,2022,4,3621153.356
Alcochete,Baixa Tensão,2022,5,3688710.274
Alcochete,Baixa Tensão,2022,6,3599950.45
Alcochete,Baixa Tensão,2022,7,4123642.1240000003
Alcochete,Baixa Tensão,2022,8,3905977.54
Alcochete,Baixa Tensão,2022,9,3649236.063
Alcochete,Baixa Tensão,2022,10,3638320.078
Alcochete,Baixa Tensão,2022,11,3671180.904
Alcochete,Baixa Tensão,2022,12,4120391.291
Alcochete,Baixa Tensão,2023,1,4694320.199
Alcochete,Baixa Tensão,2023,2,4276879.412
Alcochete,Baixa Tensão,2023,3,4017287.342
Alcochete,Baixa Tensão,2023,4,3552665.616
Alcochete,Baixa Tensão,2023,5,3668783.704
Alcochete,Baixa Tensão,2023,6,3782734.727
Alcochete,Baixa Tensão,2023,7,4033636.659
Alcochete,Baixa Tensão,2023,8,4035012.829
Alcochete,Baixa Tensão,2023,9,3736039.719
Alcochete,Baixa Tensão,2023,10,3787489.389
Alcochete,Baixa Tensão,2023,11,3824628.9850000003
Alcochete,Baixa Tensão,2023,12,4670583.419
Alcochete,Baixa Tensão,2024,1,4682106.700999999
Alcochete,Baixa Tensão,2024,2,1527954.299
Alcochete,"Muito Alta, Alta e Média Tensões",2020,11,2825853.2460000003
Alcochete,"Muito Alta, Alta e Média Tensões",2020,12,2830536.372
Alcochete,"Muito Alta, Alta e Média Tensões",2021,1,2846811.91
Alcochete,"Muito Alta, Alta e Média Tensões",2021,2,2556500.766
Alcochete,"Muito Alta, Alta e Média Tensões",2021,3,2899343.324
Alcochete,"Muito Alta, Alta e Média Tensões",2021,4,2766037.992
Alcochete,"Muito Alta, Alta e Média Tensões",2021,5,2979433.294
Alcochete,"Muito Alta, Alta e Média Tensões",2021,6,2902202.253
Alcochete,"Muito Alta, Alta e Média Tensões",2021,7,3109542.382
Alcochete,"Muito Alta, Alta e Média Tensões",2021,8,3147735.2109999997
Alcochete,"Muito Alta, Alta e Média Tensões",2021,9,3106635.868
Alcochete,"Muito Alta, Alta e Média Tensões",2021,10,3006098.62
Alcochete,"Muito Alta, Alta e Média Tensões",2021,11,2745131.908
Alcochete,"Muito Alta, Alta e Média Tensões",2021,12,2698165.472
Alcochete,"Muito Alta, Alta e Média Tensões",2022,1,2755844.5560000003
Alcochete,"Muito Alta, Alta e Média Tensões",2022,2,2531017.6890000002
Alcochete,"Muito Alta, Alta e Média Tensões",2022,3,2790382.135
Alcochete,"Muito Alta, Alta e Média Tensões",2022,4,2686903.505
Alcochete,"Muito Alta, Alta e Média Tensões",2022,5,3084471.6909999996
Alcochete,"Muito Alta, Alta e Média Tensões",2022,6,3046438.4239999996
Alcochete,"Muito Alta, Alta e Média Tensões",2022,7,3519401.765
Alcochete,"Muito Alta, Alta e Média Tensões",2022,8,3325844.429
Alcochete,"Muito Alta, Alta e Média Tensões",2022,9,3069659.1380000003
Alcochete,"Muito Alta, Alta e Média Tensões",2022,10,2867736.5
Alcochete,"Muito Alta, Alta e Média Tensões",2022,11,2694947.7860000003
Alcochete,"Muito Alta, Alta e Média Tensões",2022,12,2596422.382
Alcochete,"Muito Alta, Alta e Média Tensões",2023,1,2951437.2479999997
Alcochete,"Muito Alta, Alta e Média Tensões",2023,2,2671583.532
Alcochete,"Muito Alta, Alta e Média Tensões",2023,3,2993349.211
Alcochete,"Muito Alta, Alta e Média Tensões",2023,4,2819726.663
Alcochete,"Muito Alta, Alta e Média Tensões",2023,5,3100087.87
Alcochete,"Muito Alta, Alta e Média Tensões",2023,6,3103713.4760000003
Alcochete,"Muito Alta, Alta e Média Tensões",2023,7,3244950.025
Alcochete,"Muito Alta, Alta e Média Tensões",2023,8,3348605.849
Alcochete,"Muito Alta, Alta e Média Tensões",2023,9,3072891.463
Alcochete,"Muito Alta, Alta e Média Tensões",2023,10,3176736.777
Alcochete,"Muito Alta, Alta e Média Tensões",2023,11,2899516.226
Alcochete,"Muito Alta, Alta e Média Tensões",2023,12,2717153.6599999997
Alcochete,"Muito Alta, Alta e Média Tensões",2024,1,2982745.335
Alcochete,"Muito Alta, Alta e Média Tensões",2024,2,897102.119
Alcoutim,Baixa Tensão,2020,11,571585.487
Alcoutim,Baixa Tensão,2020,12,641264.968
Alcoutim,Baixa Tensão,2021,1,685499.0850000001
Alcoutim,Baixa Tensão,2021,2,567005.357
Alcoutim,Baixa Tensão,2021,3,589950.618
Alcoutim,Baixa Tensão,2021,4,536326.502
Alcoutim,Baixa Tensão,2021,5,555997.731
Alcoutim,Baixa Tensão,2021,6,567637.758
Alcoutim,Baixa Tensão,2021,7,653360.27
Alcoutim,Baixa Tensão,2021,8,679237.602
Alcoutim,Baixa Tensão,2021,9,607883.9
Alcoutim,Baixa Tensão,2021,10,593316.354
Alcoutim,Baixa Tensão,2021,11,611163.816
Alcoutim,Baixa Tensão,2021,12,651299.007
Alcoutim,Baixa Tensão,2022,1,675452.321
Alcoutim,Baixa Tensão,2022,2,590665.453
Alcoutim,Baixa Tensão,2022,3,624885.184
Alcoutim,Baixa Tensão,2022,4,577632.6560000001
Alcoutim,Baixa Tensão,2022,5,585608.184
Alcoutim,Baixa Tensão,2022,6,587487.202
Alcoutim,Baixa Tensão,2022,7,678125.318
Alcoutim,Baixa Tensão,2022,8,662541.465
Alcoutim,Baixa Tensão,2022,9,590175.549
Alcoutim,Baixa Tensão,2022,10,587599.0
Alcoutim,Baixa Tensão,2022,11,581174.776
Alcoutim,Baixa Tensão,2022,12,628188.892
Alcoutim,Baixa Tensão,2023,1,662248.583
Alcoutim,Baixa Tensão,2023,2,593736.7019999999
Alcoutim,Baixa Tensão,2023,3,583803.1089999999
Alcoutim,Baixa Tensão,2023,4,527396.45
Alcoutim,Baixa Tensão,2023,5,538974.466
Alcoutim,Baixa Tensão,2023,6,568502.69
Alcoutim,Baixa Tensão,2023,7,678621.772
Alcoutim,Baixa Tensão,2023,8,698657.908
Alcoutim,Baixa Tensão,2023,9,596123.127
Alcoutim,Baixa Tensão,2023,10,569771.574
Alcoutim,Baixa Tensão,2023,11,565560.51
Alcoutim,Baixa Tensão,2023,12,650589.1089999999
Alcoutim,Baixa Tensão,2024,1,664170.6799999999
Alcoutim,Baixa Tensão,2024,2,201479.32
Alcoutim,"Muito Alta, Alta e Média Tensões",2020,11,42268.759000000005
Alcoutim,"Muito Alta, Alta e Média Tensões",2020,12,55752.5
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,1,60679.385
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,2,48607.935
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,3,52298.68
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,4,47554.232
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,5,44758.702
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,6,39850.267
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,7,46385.542
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,8,51853.613
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,9,46978.644
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,10,41487.613
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,11,49437.154
Alcoutim,"Muito Alta, Alta e Média Tensões",2021,12,48774.233
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,1,52996.005000000005
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,2,49322.028
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,3,53378.839
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,4,46077.361999999994
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,5,42736.121
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,6,42884.645000000004
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,7,54789.322
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,8,50874.713
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,9,42037.967
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,10,43201.927
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,11,46766.511
Alcoutim,"Muito Alta, Alta e Média Tensões",2022,12,51914.56
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,1,63881.291
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,2,55807.062999999995
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,3,50710.433000000005
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,4,43552.628
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,5,42362.197
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,6,49807.388
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,7,55707.582
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,8,52161.770000000004
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,9,42441.917
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,10,41652.792
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,11,45830.338
Alcoutim,"Muito Alta, Alta e Média Tensões",2023,12,55621.600999999995
Alcoutim,"Muito Alta, Alta e Média Tensões",2024,1,55184.225000000006
Alcoutim,"Muito Alta, Alta e Média Tensões",2024,2,2859.549
Alcácer do Sal,Baixa Tensão,2020,11,2773889.1659999997
Alcácer do Sal,Baixa Tensão,2020,12,3167895.908
Alcácer do Sal,Baixa Tensão,2021,1,3453324.742
Alcácer do Sal,Baixa Tensão,2021,2,2730569.157
Alcácer do Sal,Baixa Tensão,2021,3,2737861.366
Alcácer do Sal,Baixa Tensão,2021,4,2488742.647
Alcácer do Sal,Baixa Tensão,2021,5,2589430.29
Alcácer do Sal,Baixa Tensão,2021,6,2655182.065
Alcácer do Sal,Baixa Tensão,2021,7,2967388.634
Alcácer do Sal,Baixa Tensão,2021,8,3073529.219
Alcácer do Sal,Baixa Tensão,2021,9,2814064.256
Alcácer do Sal,Baixa Tensão,2021,10,2802604.949
Alcácer do Sal,Baixa Tensão,2021,11,2885469.8329999996
Alcácer do Sal,Baixa Tensão,2021,12,3110673.842
Alcácer do Sal,Baixa Tensão,2022,1,3238842.071
Alcácer do Sal,Baixa Tensão,2022,2,2823267.611
Alcácer do Sal,Baixa Tensão,2022,3,2903108.199
Alcácer do Sal,Baixa Tensão,2022,4,2691716.5930000003
Alcácer do Sal,Baixa Tensão,2022,5,2713510.875
Alcácer do Sal,Baixa Tensão,2022,6,2711254.651
Alcácer do Sal,Baixa Tensão,2022,7,3156410.41
Alcácer do Sal,Baixa Tensão,2022,8,3076743.366
Alcácer do Sal,Baixa Tensão,2022,9,2739048.678
Alcácer do Sal,Baixa Tensão,2022,10,2675299.8019999997
Alcácer do Sal,Baixa Tensão,2022,11,2638154.2120000003
Alcácer do Sal,Baixa Tensão,2022,12,2958991.532
Alcácer do Sal,Baixa Tensão,2023,1,3301439.0200000005
Alcácer do Sal,Baixa Tensão,2023,2,2990418.558
Alcácer do Sal,Baixa Tensão,2023,3,2883112.472
Alcácer do Sal,Baixa Tensão,2023,4,2607144.473
Alcácer do Sal,Baixa Tensão,2023,5,2722612.454
Alcácer do Sal,Baixa Tensão,2023,6,2889423.023
Alcácer do Sal,Baixa Tensão,2023,7,3306583.6040000003
Alcácer do Sal,Baixa Tensão,2023,8,3336683.185
Alcácer do Sal,Baixa Tensão,2023,9,2815397.164
Alcácer do Sal,Baixa Tensão,2023,10,2769654.811
Alcácer do Sal,Baixa Tensão,2023,11,2846053.0670000003
Alcácer do Sal,Baixa Tensão,2023,12,3476440.169
Alcácer do Sal,Baixa Tensão,2024,1,3321987.913
Alcácer do Sal,Baixa Tensão,2024,2,1107026.0869999998
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2020,11,3213230.389
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2020,12,2624933.531
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,1,3104967.7289999994
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,2,2793605.022
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,3,4001092.2490000003
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,4,3783202.5650000004
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,5,4129912.3600000003
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,6,4436792.861
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,7,4537398.3950000005
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,8,4979078.224
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,9,5529886.595
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,10,4059323.207
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,11,3616964.069
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2021,12,2987485.724
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,1,3238703.201
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,2,3319319.941
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,3,2820680.233
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,4,2935909.292
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,5,3571007.5810000002
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,6,3538592.7520000003
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,7,4100865.6489999997
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,8,4883543.419
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,9,3900046.187
Alcácer do Sal,"Muito Alta, Alta e Média Tensões",2022,10,2915258.6160000004
