ano,mes,energia_ativa_baixa_tensao_kwh,cpes_domestico_baixa_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_outros_baixa_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao,densidade_populacional_pessoas_km2
2023,8,19532658,59021,505,15592,439,128782,54,533
2023,9,18249021,59054,505,15601,436,128932,58,533
2023,10,19155387,59115,506,15623,424,126560,60,533
2023,11,19988184,59137,506,15637,433,124642,68,533
2023,12,24385312,59163,506,15634,433,130264,72,533
2022,8,1913928,6167,129,1266,22,5868,2,84
2022,9,1825396,6176,129,1266,23,5940,2,84
2022,10,1939291,6172,129,1269,22,6302,2,84
2022,11,2040248,6175,129,1273,23,6276,2,84
2022,12,2292035,6179,129,1280,24,6760,2,84
2023,1,2316058,6182,129,1277,23,6836,2,84
2023,2,1998983,6187,129,1278,22,7006,2,84
2023,3,2021084,6187,130,1281,21,7088,2,84
2023,4,1779949,6187,130,1281,21,6972,2,84
2023,5,1780991,6187,130,1281,21,7568,2,84
2023,6,1779998,6215,130,1289,23,9326,2,84
2023,7,1895847,6215,130,1293,26,10868,2,84
2023,8,1939423,6220,130,1297,21,11466,2,84
2023,9,1823836,6227,130,1303,23,11846,2,84
2023,10,1975500,6232,130,1303,20,11418,2,84
2023,11,2103440,6233,130,1301,19,11768,2,84
2023,12,2405631,6234,130,1302,20,12170,2,84
2022,8,12997201,28498,530,6869,163,21758,4,56
2022,9,11112974,28513,530,6879,153,21866,6,56
2022,10,11003881,28513,530,6886,148,23570,6,56
2022,11,10336004,28538,531,6896,148,25008,6,56
2022,12,11154971,28538,531,6912,148,25676,8,56
2023,1,11187965,28571,532,6932,142,31274,8,56
2023,2,10430959,28587,532,6951,142,38000,8,56
2023,3,10529893,28619,532,6957,139,40200,8,56
2023,4,10166029,28619,532,6957,139,40720,8,56
2023,5,10797829,28619,532,6957,139,41224,8,56
2023,6,11420735,28728,534,7004,142,41124,8,56
2023,7,13597819,28742,534,7022,141,42030,8,56
2023,8,13999422,28762,536,7038,136,43540,8,56
2023,9,11684774,28813,536,7046,132,46338,8,56
2023,10,10450042,28838,536,7049,129,46962,8,56
2023,11,9614234,28901,537,7058,123,47216,10,56
2023,12,11303925,28931,538,7066,123,49206,8,56
2022,8,2701815,7504,122,2129,67,4392,0,71
2022,9,2521329,7511,124,2132,65,4426,0,71
2022,10,2586156,7504,124,2132,66,4972,0,71
2022,11,2579666,7507,124,2135,77,5014,0,71
2022,12,2848319,7517,124,2135,77,5586,0,71
2023,1,3038548,7525,124,2134,66,5780,0,71
2023,2,2771933,7524,124,2136,61,6056,0,71
2023,3,2743723,7526,124,2142,61,6364,0,71
2023,4,2494234,7526,124,2142,61,6638,0,71
2023,5,2553766,7526,124,2142,61,6852,0,71
2023,6,2522411,7548,128,2147,63,8520,2,71
2023,7,2740962,7556,128,2150,77,11020,2,71
2023,8,2795741,7561,128,2153,75,11338,6,71
2023,9,2617609,7566,128,2154,58,11432,6,71
2023,10,2704131,7568,128,2158,53,11730,8,71
2023,11,2688703,7575,128,2156,65,12384,10,71
2023,12,3090443,7574,128,2159,62,13642,14,71
2022,8,49412107,172094,877,40110,526,178292,40,1215
2022,9,49284400,172158,877,40167,516,174010,38,1215
2022,10,52725101,172327,877,40183,512,177524,40,1215
2022,11,55108063,172457,877,40228,502,174068,40,1215
2022,12,62164879,172576,877,40251,513,179016,46,1215
2023,1,66760797,172695,877,40291,503,178258,44,1215
2023,2,60005126,172784,877,40322,505,186252,52,1215
2023,3,58741952,172905,877,40347,499,184276,52,1215
2023,4,50428845,172905,877,40347,499,191406,56,1215
2023,5,50913964,172905,877,40347,499,186250,52,1215
2023,6,49493812,173211,933,40441,512,209768,64,1215
2023,7,50688938,173281,933,40482,507,203998,68,1215
2023,8,50768212,173346,933,40530,517,208068,80,1215
2023,9,50363975,173425,932,40559,496,217036,84,1215
2023,10,54559995,173547,936,40581,486,221196,90,1215
2023,11,57387344,173615,938,40616,478,219908,88,1215
2023,12,67310164,173608,938,40658,485,230730,92,1215
2022,8,1511755,4621,78,1117,27,4534,2,217
2022,9,1529069,4621,78,1116,17,4676,2,217
2022,10,1640621,4628,78,1119,22,4974,2,217
2022,11,1795865,4631,78,1119,18,5208,2,217
2022,12,2047120,4635,78,1123,22,5246,2,217
2023,1,2236872,4642,78,1122,19,5500,2,217
2023,2,1979479,4638,78,1127,19,5794,2,217
2023,3,1893207,4650,78,1125,20,6246,2,217
2023,4,1593664,4654,78,1125,20,6708,2,217
2023,5,1586376,4654,78,1125,20,6830,2,217
2023,6,1535398,4676,78,1132,22,7230,2,217
2023,7,1559204,4683,78,1135,21,7502,2,217
2023,8,1580064,4681,78,1138,31,7614,2,217
2023,9,1573004,4687,78,1143,22,8374,4,217
2023,10,1703062,4688,78,1148,23,8550,6,217
2023,11,1875141,4688,78,1151,23,8970,6,217
2023,12,2301665,4690,78,1153,23,9652,8,217
2022,8,2616008,9530,165,1987,35,11404,2,65
2022,9,2538449,9538,165,1989,33,11460,2,65
2022,10,2748006,9539,165,1988,32,11568,2,65
2022,11,2849667,9542,165,1989,31,11728,2,65
2022,12,3147317,9544,165,1990,34,11804,2,65
2023,1,3354362,9545,165,1982,28,12082,2,65
2023,2,2922615,9548,165,1984,29,12664,2,65
2023,3,2859437,9545,165,1986,31,13578,2,65
2023,4,2494431,9545,165,1986,31,13708,2,65
2023,5,2513895,9545,165,1986,31,13702,2,65
2023,6,2464261,9561,165,1997,31,13882,2,65
2023,7,2600791,9572,165,2000,30,14562,2,65
2023,8,2654470,9578,165,1999,29,14552,2,65
2023,9,2572010,9578,165,2000,26,14838,6,65
2023,10,2766966,9576,165,2006,26,14748,8,65
2023,11,2949187,9570,167,2003,28,14314,8,65
2023,12,3462134,9575,167,2004,26,14460,8,65
2022,8,1381835,2886,39,582,12,6044,2,16
2022,9,1120220,2886,39,583,13,5774,2,16
2022,10,1009777,2888,39,580,14,6000,2,16
2022,11,1003818,2893,39,580,13,6016,2,16
2022,12,1146503,2896,39,579,14,6024,2,16
2023,1,1242623,2899,39,576,13,6170,2,16
2023,2,1123686,2899,39,573,12,6162,2,16
2023,3,1112414,2898,39,573,12,6198,2,16
2023,4,1081743,2898,39,573,12,6090,2,16
2023,5,1119528,2898,39,573,12,5990,2,16
2023,6,1172880,2900,39,581,14,6012,2,16
2023,7,1399513,2896,39,581,13,6126,2,16
2023,8,1399995,2895,39,580,13,6134,2,16
2023,9,1132821,2899,39,582,13,6194,2,16
2023,10,1086290,2897,39,580,13,5710,2,16
2023,11,1068455,2905,39,578,13,5914,2,16
2023,12,1266143,2906,39,579,16,6182,2,16
2022,8,1843638,7669,136,1529,45,9120,2,55
2022,9,1609367,7669,136,1530,42,8964,2,55
2022,10,1667310,7670,136,1531,43,9406,2,55
2022,11,1755547,7670,136,1532,43,9660,2,55
2022,12,1982287,7671,136,1527,41,8684,2,55
2023,1,2039655,7672,136,1528,40,9676,2,55
2023,2,1771691,7666,136,1534,44,10238,2,55
2023,3,1777107,7673,136,1538,46,10282,2,55
2023,4,1568183,7673,136,1537,46,10344,2,55
2023,5,1552641,7673,136,1537,46,10192,2,55
2023,6,1545187,7690,136,1546,45,11064,2,55
2023,7,1756197,7699,136,1549,44,10636,2,55
2023,8,1859008,7706,136,1550,45,10460,2,55
2023,9,1624267,7713,136,1552,42,10522,2,55
2023,10,1733164,7713,137,1550,40,11600,2,55
2023,11,1872688,7721,137,1553,42,11212,2,55
2023,12,2143553,7723,137,1555,42,11870,2,55
2022,8,2491459,6218,104,1500,25,6348,2,74
2022,9,2268839,6220,104,1502,27,6350,2,74
2022,10,2322078,6222,104,1505,25,6716,2,74
2022,11,2372264,6197,103,1494,27,7036,2,74
2022,12,2663518,6198,103,1491,27,7296,2,74
2023,1,2899515,6193,103,1491,27,7266,2,74
2023,2,2625942,6195,103,1493,25,7758,2,74
2023,3,2453252,6197,103,1493,24,8066,2,74
2023,4,2042677,6197,103,1493,24,8374,2,74
2023,5,2088352,6197,103,1493,24,8516,2,74
2023,6,2223287,6224,103,1500,25,9542,2,74
2023,7,2594729,6225,103,1496,26,10372,2,74
2023,8,2625530,6229,103,1496,26,10260,2,74
2023,9,2279714,6224,103,1493,25,10716,2,74
2023,10,2326467,6226,103,1492,23,11092,2,74
2023,11,2440435,6231,103,1494,22,11698,2,74
2023,12,2884860,6234,103,1497,22,12440,2,74
2022,8,4298315,10209,97,2979,107,16562,4,2901
2022,9,4148673,10213,97,2985,105,16120,4,2901
2022,10,4482025,10215,97,2978,97,16958,4,2901
2022,11,4757805,10225,97,2986,96,16854,4,2901
2022,12,5312021,10229,97,2985,96,15958,4,2901
2023,1,5795615,10232,97,2991,94,15404,4,2901
2023,2,4997313,10237,97,2989,91,16708,4,2901
2023,3,4973180,10243,97,2994,90,16546,4,2901
2023,4,4239379,10243,97,2994,90,17292,4,2901
2023,5,4257701,10243,97,2994,90,16538,4,2901
2023,6,4203942,10260,97,3017,91,17120,4,2901
2023,7,4264292,10259,97,3020,90,16786,4,2901
2023,8,4122865,10228,97,3016,90,16524,4,2901
2023,9,4049871,10233,97,3025,92,17126,4,2901
2023,10,4482184,10240,97,3035,92,16842,4,2901
2023,11,4894123,10237,97,3029,112,16900,4,2901
2023,12,5558947,10233,97,3044,121,16838,4,2901
2022,8,1258758,4583,79,1071,43,4564,2,26
2022,9,1269900,4590,79,1072,30,4556,2,26
2022,10,1176912,4589,80,1073,28,4840,2,26
2022,11,1216027,4585,80,1073,27,5058,2,26
2022,12,1378666,4584,80,1076,25,5034,2,26
2023,1,1409603,4582,81,1075,26,5120,2,26
2023,2,1230875,4581,81,1076,30,5370,2,26
2023,3,1204672,4579,81,1078,29,6080,2,26
2023,4,1020595,4579,81,1078,29,5968,2,26
2023,5,1005893,4579,81,1078,29,5978,2,26
2023,6,1013644,4580,81,1090,31,5644,2,26
2023,7,1135930,4584,81,1091,32,5888,2,26
2023,8,1247453,4588,81,1091,38,6306,2,26
2023,9,1191582,4590,81,1091,27,5806,2,26
2023,10,1197300,4585,81,1094,27,5812,2,26
2023,11,1289053,4583,81,1094,29,5900,4,26
2023,12,1546108,4583,81,1096,27,6232,4,26
2022,8,2424298,9802,236,2062,36,7584,2,43
2022,9,2220623,9809,236,2064,33,7452,2,43
2022,10,2287337,9816,236,2067,32,8006,2,43
2022,11,2390226,9818,236,2066,32,8532,2,43
2022,12,2674989,9817,237,2069,34,8584,2,43
2023,1,2810327,9818,237,2071,34,8904,2,43
2023,2,2456967,9820,237,2071,34,9498,2,43
2023,3,2441190,9819,237,2071,33,11324,2,43
2023,4,2138375,9819,237,2071,33,12108,2,43
2023,5,2124226,9819,237,2071,33,13462,2,43
2023,6,2122900,9841,237,2087,36,14654,2,43
2023,7,2340280,9853,237,2093,37,16442,2,43
2023,8,2511611,9868,237,2095,33,16898,2,43
2023,9,2219920,9876,238,2095,31,16766,2,43
2023,10,2352120,9885,238,2096,31,18188,2,43
2023,11,2535464,9900,238,2094,32,18612,2,43
2023,12,2980603,9898,238,2096,30,18986,2,43
2022,8,844322,3583,52,747,14,4744,4,38
2022,9,721962,3583,52,748,17,4626,4,38
2022,10,719903,3585,52,748,13,4470,4,38
2022,11,797713,3582,52,748,12,4726,4,38
2022,12,920619,3582,52,748,12,4928,4,38
2023,1,1005932,3580,52,749,13,4942,4,38
2023,2,875068,3581,52,751,13,5224,4,38
2023,3,818304,3581,52,750,15,5310,4,38
2023,4,673208,3581,52,750,15,5268,4,38
2023,5,649904,3581,52,750,15,5088,4,38
2023,6,681674,3581,52,748,21,5632,4,38
2023,7,777861,3582,52,749,12,5688,4,38
2023,8,828773,3586,52,749,10,6202,4,38
2023,9,726844,3585,52,748,11,5410,4,38
2023,10,761812,3589,52,747,11,4992,4,38
2023,11,866711,3582,52,744,11,6382,4,38
2023,12,1067684,3580,52,745,11,6994,4,38
2022,8,1173971,5277,62,1132,45,7458,2,74
2022,9,1042902,5279,62,1132,53,7414,2,74
2022,10,1086187,5285,62,1126,44,7532,2,74
2022,11,1198654,5287,62,1128,43,7552,2,74
2022,12,1387943,5291,62,1134,45,7732,2,74
2023,1,1509807,5302,63,1141,42,7850,2,74
2023,2,1340039,5306,63,1144,38,7858,2,74
2023,3,1248859,5305,63,1143,37,8606,2,74
2023,4,1039334,5305,63,1143,37,8888,2,74
2023,5,1014781,5305,63,1143,37,9178,2,74
2023,6,992199,5316,62,1158,41,8882,2,74
2023,7,1128619,5315,62,1158,37,9224,2,74
2023,8,1211298,5326,63,1156,36,9586,2,74
2023,9,1066919,5329,63,1152,43,9914,2,74
2023,10,1132080,5330,63,1143,33,9698,2,74
2023,11,1259852,5333,63,1140,33,9396,2,74
2023,12,1584832,5334,63,1142,37,10172,2,74
2022,8,9261747,23087,372,5723,136,29130,6,45
2022,9,7936801,23077,372,5726,141,29056,6,45
2022,10,7428143,23091,372,5728,119,30540,6,45
2022,11,6914269,23111,374,5736,126,32578,6,45
2022,12,7494840,23119,374,5735,123,32072,6,45
2023,1,8335455,23143,374,5736,117,32702,6,45
2023,2,7730472,23145,375,5734,118,34722,6,45
2023,3,7334330,23145,375,5747,117,35290,6,45
2023,4,6605292,23145,375,5747,117,35848,6,45
2023,5,7008338,23145,375,5747,117,34010,6,45
2023,6,7839003,23272,375,5794,117,36250,6,45
2023,7,9934063,23305,375,5796,129,36538,6,45
2023,8,10321754,23329,375,5797,126,37020,6,45
2023,9,8186123,23334,375,5802,132,37628,6,45
2023,10,7497101,23346,375,5799,117,39198,6,45
2023,11,7163975,23340,375,5792,116,40316,6,45
2023,12,8446982,23341,375,5793,124,42426,6,45
2022,8,1520314,4322,89,739,70,6922,2,23
2022,9,1261714,4320,89,741,69,6808,2,23
2022,10,1192012,4323,89,740,67,7002,2,23
2022,11,1188164,4326,89,737,67,7034,2,23
2022,12,1320036,4327,89,736,67,7004,2,23
2023,1,1323907,4330,89,735,65,6976,2,23
2023,2,1150320,4331,89,738,67,7328,2,23
2023,3,1189337,4330,89,738,65,7564,2,23
2023,4,1133230,4330,89,738,65,7650,2,23
2023,5,1155935,4330,89,738,65,7734,2,23
2023,6,1192981,4368,89,744,67,7850,2,23
2023,7,1427001,4377,89,747,68,7878,2,23
2023,8,1553783,4382,89,747,68,8084,2,23
2023,9,1314696,4383,89,747,67,8278,2,23
2023,10,1240336,4386,89,748,65,8486,2,23
2023,11,1226838,4390,89,751,66,8656,2,23
2023,12,1410845,4397,89,752,65,9234,2,23
2022,8,6597953,21647,331,5153,73,21616,2,104
2022,9,5997521,21656,331,5161,75,21542,2,104
2022,10,6208157,21673,331,5162,72,21728,2,104
2022,11,6550765,21688,331,5167,78,21192,2,104
2022,12,7471892,21694,331,5170,79,21668,2,104
2023,1,7935713,21700,331,5175,71,21472,2,104
2023,2,6992422,21699,331,5179,73,21984,10,104
2023,3,6704831,21696,331,5173,73,21992,12,104
2023,4,5794352,21696,331,5173,73,23084,12,104
2023,5,5915328,21696,331,5173,73,22344,12,104
2023,6,6000182,21738,331,5191,133,24260,14,104
2023,7,6565346,21770,331,5200,70,24650,20,104
2023,8,6606076,21770,330,5194,70,24936,24,104
2023,9,6092745,21789,330,5194,70,26398,24,104
2023,10,6442244,21815,331,5187,63,25758,26,104
2023,11,6878745,21822,331,5192,66,26508,34,104
2023,12,8430078,21811,331,5191,65,26500,36,104
2022,8,4074964,15410,259,3277,110,10034,8,69
2022,9,3800443,15420,259,3281,101,10274,8,69
2022,10,3933837,15426,259,3285,98,10378,6,69
2022,11,4131408,15436,259,3283,99,10838,8,69
2022,12,4615510,15435,259,3290,112,10854,6,69
2023,1,4822231,15445,259,3289,93,10970,8,69
2023,2,4185921,15451,259,3291,93,11690,8,69
2023,3,4166407,15448,260,3295,91,14512,8,69
2023,4,3637171,15448,260,3295,91,14894,8,69
2023,5,3652619,15448,260,3295,91,15088,8,69
2023,6,3658294,15494,261,3305,103,16326,8,69
2023,7,3944489,15506,263,3304,101,16894,8,69
2023,8,4117573,15521,263,3308,101,16526,8,69
2023,9,3840166,15531,263,3306,102,17300,8,69
2023,10,4099007,15542,263,3307,100,17508,8,69
2023,11,4383772,15542,263,3312,99,18238,2,69
2023,12,5088363,15544,263,3318,110,18236,4,69
2022,8,1531633,5897,85,1183,54,10680,2,13
2022,9,1215931,5883,85,1184,53,10596,2,13
2022,10,1196968,5883,85,1185,53,10608,2,13
2022,11,1343346,5888,85,1185,55,10648,2,13
2022,12,1576646,5881,85,1184,54,10720,2,13
2023,1,1669769,5876,85,1183,53,10618,2,13
2023,2,1467279,5870,85,1182,52,10852,2,13
2023,3,1387444,5865,85,1185,52,10668,2,13
2023,4,1156995,5865,85,1185,52,11106,2,13
2023,5,1107769,5865,85,1185,52,10760,2,13
2023,6,1119432,5858,85,1188,51,11042,2,13
2023,7,1353880,5865,85,1185,53,11090,2,13
2023,8,1493473,5878,85,1185,49,11280,2,13
2023,9,1214643,5870,85,1188,49,11068,2,13
2023,10,1249285,5877,85,1189,49,11276,2,13
2023,11,1438064,5866,85,1193,49,11212,2,13
2023,12,1789881,5865,85,1192,48,11372,2,13
2022,8,6274933,17604,314,3904,88,9060,2,127
2022,9,5748613,17623,314,3902,90,9234,2,127
2022,10,6020984,17617,314,3904,87,9636,2,127
2022,11,6243813,17650,314,3902,94,9954,2,127
2022,12,7083215,17666,314,3910,92,10020,2,127
2023,1,7491538,17670,314,3911,85,10538,2,127
2023,2,6536691,17688,314,3910,85,11076,2,127
2023,3,6302530,17697,314,3915,88,12224,2,127
2023,4,5477725,17697,314,3915,88,12648,2,127
2023,5,5634729,17697,314,3915,88,12962,2,127
2023,6,5772205,17738,314,3936,87,14214,2,127
2023,7,6219768,17746,314,3939,80,16628,2,127
2023,8,6238127,17771,314,3929,80,17198,2,127
2023,9,5686822,17783,314,3928,80,18922,2,127
2023,10,5977436,17787,314,3929,79,21416,2,127
2023,11,6447559,17798,314,3926,90,23422,2,127
2023,12,7986812,17803,314,3930,85,24706,2,127
2022,8,13752799,41451,536,9086,232,48990,16,210
2022,9,13381402,41461,536,9085,228,49176,16,210
2022,10,14024194,41496,536,9108,221,50404,16,210
2022,11,14472998,41513,536,9114,225,51020,14,210
2022,12,16256841,41519,537,9136,226,51190,18,210
2023,1,17574003,41538,538,9135,218,52480,18,210
2023,2,15848968,41568,539,9161,214,53744,16,210
2023,3,15339526,41594,539,9163,211,54380,20,210
2023,4,13351847,41594,539,9164,211,56368,20,210
2023,5,13575351,41594,539,9164,211,56344,18,210
2023,6,13329132,41713,543,9227,214,57838,24,210
2023,7,13891659,41763,544,9243,216,58994,26,210
2023,8,14073933,41795,544,9277,210,59440,28,210
2023,9,13650018,41812,545,9276,209,62302,28,210
2023,10,14376179,41845,545,9288,201,63672,36,210
2023,11,15002504,41853,545,9290,206,65500,36,210
2023,12,18002470,41835,545,9299,207,66458,36,210
2022,8,1634079,6463,169,1466,19,6136,2,23
2022,9,1466949,6459,169,1467,19,6112,2,23
2022,10,1699128,6467,169,1464,19,6322,2,23
2022,11,1831101,6471,169,1466,18,6628,2,23
2022,12,2134798,6472,169,1468,17,6800,2,23
2023,1,1958210,6470,169,1466,18,6688,2,23
2023,2,1732678,6469,169,1468,18,7162,2,23
2023,3,1687860,6470,169,1468,16,7478,2,23
2023,4,1447088,6470,169,1468,16,7678,2,23
2023,5,1429678,6470,169,1468,16,8082,2,23
2023,6,1388512,6484,169,1468,17,8870,2,23
2023,7,1568113,6490,169,1471,19,9514,2,23
2023,8,1678806,6488,169,1471,17,9892,2,23
2023,9,1445439,6486,169,1469,16,9872,2,23
2023,10,1576677,6483,169,1470,15,10562,2,23
2023,11,1757097,6474,169,1470,16,10908,2,23
2023,12,2093088,6469,169,1468,16,11642,2,23
2022,8,6247002,14556,217,3842,143,24382,0,545
2022,9,6084354,14574,217,3837,136,23902,2,545
2022,10,6469474,14593,217,3836,139,24782,2,545
2022,11,6914633,14603,217,3837,156,25318,2,545
2022,12,7840585,14622,217,3834,155,25642,4,545
2023,1,8176452,14622,217,3842,132,26684,4,545
2023,2,7012356,14630,217,3850,135,27702,4,545
2023,3,6939796,14646,217,3859,132,27878,4,545
2023,4,5933660,14646,217,3859,132,28248,4,545
2023,5,5968046,14646,217,3859,132,28454,4,545
2023,6,5938144,14712,217,3928,133,29808,4,545
2023,7,6188578,14719,217,3938,128,31040,4,545
2023,8,6039422,14737,217,3941,127,31226,4,545
2023,9,5869151,14742,217,3922,125,31882,4,545
2023,10,6448241,14754,217,3925,121,32312,4,545
2023,11,7034556,14763,217,3925,120,32266,6,545
2023,12,8346383,14761,217,3932,118,32642,6,545
2022,8,2010131,6990,132,2097,25,1460,2,57
2022,9,1880048,6994,132,2106,27,1468,4,57
2022,10,1932036,6999,132,2108,26,1580,4,57
2022,11,1986348,7012,132,2110,27,1672,4,57
2022,12,2186014,7001,132,2113,33,1968,4,57
2023,1,2289109,7003,132,2119,26,2326,4,57
2023,2,2024039,7010,132,2119,26,2472,4,57
2023,3,1988856,7011,132,2116,26,2856,4,57
2023,4,1745103,7011,132,2116,26,2958,4,57
2023,5,1768780,7011,132,2116,26,3040,4,57
2023,6,1766793,7022,133,2121,24,3106,6,57
2023,7,1901823,7033,134,2125,23,3590,6,57
2023,8,1959371,7038,134,2128,23,3670,6,57
2023,9,1866875,7045,134,2130,23,4046,6,57
2023,10,1994891,7060,134,2131,22,4442,6,57
2023,11,2100954,7058,134,2132,28,5250,6,57
2023,12,2433788,7064,134,2128,28,5966,6,57
2022,8,3689512,11978,177,3108,159,6666,4,143
2022,9,3494578,11976,178,3090,158,6838,4,143
2022,10,3670627,11985,178,3091,152,7002,4,143
2022,11,3783110,12000,179,3081,154,7294,4,143
2022,12,4203090,12016,179,3084,152,7756,4,143
2023,1,4407245,12024,179,3085,149,8554,4,143
2023,2,3957915,12025,179,3092,145,10390,4,143
2023,3,3951454,12033,179,3095,143,10814,4,143
2023,4,3466183,12033,179,3095,143,11316,4,143
2023,5,3514554,12033,179,3095,143,13030,4,143
2023,6,3487539,12066,179,3116,136,16422,4,143
2023,7,3757402,12086,179,3116,137,17706,4,143
2023,8,3828527,12093,179,3117,136,20220,4,143
2023,9,3520031,12120,179,3117,139,20936,4,143
2023,10,3746986,12145,179,3104,132,21340,4,143
2023,11,4061368,12148,179,3099,134,24208,6,143
2023,12,4900133,12162,179,3100,132,24694,6,143
2022,8,3225285,10856,144,2173,100,9716,2,144
2022,9,3179017,10855,144,2182,95,9732,2,144
2022,10,3366695,10867,144,2183,96,9676,2,144
2022,11,3579430,10864,144,2185,100,10062,2,144
2022,12,4008435,10873,144,2185,102,10290,2,144
2023,1,4304047,10891,144,2184,104,10446,2,144
2023,2,3704203,10897,144,2180,103,10022,2,144
2023,3,3707301,10920,144,2180,104,10402,2,144
2023,4,3159331,10920,144,2180,104,10880,2,144
2023,5,3167045,10920,144,2180,104,11184,2,144
2023,6,3176732,10953,144,2189,112,11230,2,144
2023,7,3325113,10962,144,2194,113,11702,2,144
2023,8,3333935,10966,144,2194,111,11874,2,144
2023,9,3195268,10966,144,2192,111,12174,2,144
2023,10,3483114,10975,144,2194,110,13218,2,144
2023,11,3817168,10971,144,2202,110,15484,2,144
2023,12,4421036,10968,144,2200,111,15940,2,144
2022,8,2708277,7828,129,1858,73,6564,0,118
2022,9,2540857,7843,129,1856,73,6796,0,118
2022,10,2615463,7849,129,1860,80,6718,0,118
2022,11,2744534,7861,129,1859,84,6536,0,118
2022,12,3062044,7866,129,1861,82,6616,0,118
2023,1,3299642,7875,129,1862,69,6696,0,118
2023,2,2912893,7910,129,1869,77,7272,0,118
2023,3,2921683,7914,129,1877,71,7570,0,118
2023,4,2462601,7914,129,1877,71,7626,0,118
2023,5,2477689,7914,129,1877,71,7722,0,118
2023,6,2487763,7952,129,1889,72,8028,0,118
2023,7,2685392,7969,129,1894,77,8966,0,118
2023,8,2754726,7977,129,1902,74,9726,0,118
2023,9,2579169,7986,132,1911,74,10250,0,118
2023,10,2742092,7989,132,1913,85,10252,0,118
2023,11,2972378,7998,132,1916,88,10046,0,118
2023,12,3482368,7998,132,1919,85,10658,0,118
2022,8,12679639,40002,384,7031,237,46952,2,1297
2022,9,12372608,40034,384,7038,238,47172,2,1297
2022,10,13313497,40056,384,7043,236,50316,2,1297
2022,11,14171313,40095,384,7051,247,53404,2,1297
2022,12,16411338,40117,384,7050,246,55232,6,1297
2023,1,17414888,40142,384,7044,238,56150,8,1297
2023,2,15135505,40153,384,7050,234,58872,10,1297
2023,3,15146886,40163,384,7051,233,61170,10,1297
2023,4,12974869,40163,384,7051,233,62824,10,1297
2023,5,12890086,40163,384,7051,233,64332,10,1297
2023,6,12552521,40257,383,7082,239,69306,10,1297
2023,7,12744030,40282,383,7085,238,71466,10,1297
2023,8,12684671,40324,383,7095,241,72974,10,1297
2023,9,12499103,40390,383,7114,233,72848,12,1297
2023,10,13835752,40435,383,7129,232,75748,12,1297
2023,11,15228248,40449,383,7139,230,76446,12,1297
2023,12,18081717,40460,383,7147,238,78610,12,1297
2022,8,2833255,11453,181,2045,49,10612,4,26
2022,9,2433512,11459,182,2047,44,10352,4,26
2022,10,2461450,11467,182,2047,46,10922,4,26
2022,11,2680834,11477,183,2053,39,11434,4,26
2022,12,3048157,11479,183,2054,38,11564,4,26
2023,1,3163418,11486,183,2054,37,11764,4,26
2023,2,2715167,11492,183,2062,36,11910,4,26
2023,3,2628484,11492,183,2063,36,12328,4,26
2023,4,2220413,11489,183,2063,36,12682,4,26
2023,5,2164733,11489,183,2063,36,12426,4,26
2023,6,2155374,11484,184,2072,38,13884,4,26
2023,7,2537309,11493,184,2083,40,14488,4,26
2023,8,2734079,11498,184,2086,41,14762,4,26
2023,9,2333948,11504,184,2090,36,15228,4,26
2023,10,2441321,11499,184,2085,37,15284,4,26
2023,11,2750622,11499,184,2088,36,16622,4,26
2023,12,3460800,11483,184,2092,36,17868,4,26
2022,8,1961183,5525,63,1312,59,11140,2,51
2022,9,1810892,5530,63,1317,55,10414,2,51
2022,10,1875884,5536,63,1319,52,10662,2,51
2022,11,2023213,5540,63,1315,51,11184,2,51
2022,12,2367066,5541,63,1316,51,10964,2,51
2023,1,2618404,5547,63,1317,50,10552,2,51
2023,2,2322533,5548,63,1314,51,10778,2,51
2023,3,2143634,5551,63,1318,51,10308,2,51
2023,4,1780391,5551,63,1318,51,11198,2,51
2023,5,1807144,5551,63,1318,51,11294,2,51
2023,6,1861914,5556,63,1325,50,11514,2,51
2023,7,2022331,5562,63,1327,50,11420,2,51
2023,8,2058495,5564,63,1328,51,11514,4,51
2023,9,1877112,5566,63,1331,49,11356,4,51
2023,10,1977886,5580,63,1328,48,11274,4,51
2023,11,2129614,5583,63,1332,50,11352,4,51
2023,12,2597448,5592,63,1330,49,10984,4,51
2022,8,1153581,2911,29,765,6,5558,2,14
2022,9,982052,2914,29,766,4,5580,2,14
2022,10,1003624,2917,30,769,4,5570,2,14
2022,11,1082503,2916,30,770,4,5512,2,14
2022,12,1260790,2918,30,771,4,5502,2,14
2023,1,1383816,2919,30,771,3,5758,2,14
2023,2,1232495,2923,30,770,3,5746,2,14
2023,3,1142516,2924,30,770,3,6046,2,14
2023,4,952683,2924,30,770,3,6160,2,14
2023,5,966091,2924,30,770,3,5924,2,14
2023,6,1062586,2929,30,772,3,6066,2,14
2023,7,1183026,2927,30,771,3,6372,2,14
2023,8,1180908,2931,30,771,4,6444,2,14
2023,9,1031395,2930,30,769,3,6024,2,14
2023,10,1063340,2935,30,773,3,5822,2,14
2023,11,1136557,2938,30,772,3,6070,0,14
2023,12,1381359,2939,30,773,6,6496,2,14
2022,8,14951129,46310,488,8944,462,38498,22,270
